cart_item_id,cart_id,product_id,quantity,created_at,updated_at
2036,550,227,58,2021-12-23 22:05:34,2022-11-10 18:23:03
2037,925,304,29,2021-03-16 15:45:12,2022-04-24 12:09:17
2038,796,83,67,2021-05-31 14:03:44,2022-12-23 23:16:43
2039,644,1,45,2021-05-03 23:42:11,2022-12-06 16:01:31
2040,867,121,72,2021-07-12 17:17:51,2022-11-08 18:54:55
2041,401,332,29,2021-02-08 08:53:37,2022-11-11 11:19:05
2042,911,205,64,2021-09-26 17:44:57,2022-11-18 21:52:38
2043,755,440,52,2021-04-30 13:00:38,2022-05-12 17:41:48
2044,9,286,98,2021-01-29 19:50:21,2022-03-09 17:16:41
2045,664,41,40,2021-02-16 19:49:08,2022-04-04 20:58:07
2046,178,201,69,2021-02-28 13:38:36,2022-10-26 10:11:52
2047,962,229,81,2021-08-23 12:36:25,2022-04-23 00:28:59
2048,129,310,55,2021-04-26 15:18:18,2022-01-10 14:45:27
2049,468,259,81,2021-05-21 11:04:22,2022-12-28 02:17:35
2050,456,238,76,2021-03-20 17:15:56,2022-07-13 19:31:33
2051,870,308,84,2021-11-09 23:53:33,2022-03-08 03:45:08
2052,807,417,39,2021-04-30 17:05:18,2022-06-25 03:15:47
2053,517,37,9,2021-12-26 22:59:31,2022-06-28 20:43:04
2054,879,463,45,2021-11-26 16:49:46,2022-11-17 23:43:38
2055,336,321,79,2021-05-27 03:08:20,2022-02-04 23:00:53
2056,294,162,32,2021-11-29 01:02:12,2022-10-24 12:29:45
2057,376,16,27,2021-08-31 16:26:13,2022-05-29 11:23:51
2058,998,54,13,2021-12-14 23:35:03,2022-11-04 12:40:49
2059,197,455,83,2021-04-07 14:04:02,2022-11-15 06:01:45
2060,502,240,95,2021-11-27 10:51:53,2022-09-16 21:12:52
2061,72,248,12,2021-08-17 08:53:29,2022-06-30 13:45:03
2062,653,123,84,2021-06-27 20:27:21,2022-05-28 23:01:12
2063,70,464,55,2021-04-03 11:24:52,2022-11-23 18:30:39
2064,649,496,65,2021-04-14 00:27:31,2022-07-28 20:16:28
2065,499,322,85,2021-05-02 17:02:40,2022-04-06 19:53:21
2066,937,412,85,2021-03-25 04:12:53,2022-07-28 12:19:29
2067,897,373,37,2021-04-14 10:46:15,2022-09-07 07:30:54
2068,901,160,20,2021-10-31 08:49:03,2022-11-30 08:09:08
2069,437,474,50,2021-03-20 06:26:31,2022-10-29 09:22:21
2070,541,349,8,2021-01-21 01:08:30,2022-09-02 18:24:16
2071,943,14,86,2021-06-24 23:29:03,2022-03-14 09:53:47
2072,956,144,64,2021-05-30 07:51:09,2022-01-01 20:45:55
2073,314,495,97,2021-08-31 12:23:51,2022-10-23 00:41:37
2074,753,279,11,2021-10-16 02:44:27,2022-11-07 14:07:28
2075,89,223,6,2021-08-12 02:24:46,2022-09-24 14:41:34
2076,80,380,35,2021-01-04 19:49:43,2022-12-23 05:11:01
2077,625,220,40,2021-02-20 12:34:30,2022-06-18 02:02:38
2078,323,142,67,2021-06-16 04:19:38,2022-04-24 19:55:17
2079,62,298,53,2021-11-24 15:02:26,2022-05-15 12:27:00
2080,460,245,86,2021-02-26 10:34:52,2022-03-11 03:38:31
2081,563,409,91,2021-12-03 04:04:11,2022-04-16 19:26:14
2082,509,275,91,2021-02-15 01:00:05,2022-10-11 11:45:29
2083,832,178,65,2021-04-12 12:43:26,2022-10-08 00:29:18
2084,875,239,74,2021-02-28 11:40:27,2022-12-11 04:42:46
2085,502,29,2,2021-06-19 16:46:57,2022-07-12 06:58:12
2086,370,184,13,2021-03-09 22:31:24,2022-10-09 22:58:14
2087,309,239,80,2021-09-05 07:29:26,2022-11-14 05:48:43
2088,94,445,82,2021-10-15 10:14:56,2022-06-14 00:36:18
2089,596,308,14,2021-08-23 00:39:06,2022-09-19 19:17:08
2090,156,394,27,2021-03-09 06:46:56,2022-04-16 20:04:46
2091,251,24,99,2021-12-01 17:50:07,2022-01-24 15:59:21
2092,685,99,35,2021-06-20 07:13:43,2022-08-25 01:55:18
2093,139,242,29,2021-12-27 07:27:29,2022-02-10 01:05:51
2094,776,182,16,2021-11-21 07:07:12,2022-11-18 21:26:29
2095,845,288,100,2021-12-05 16:46:11,2022-08-24 22:14:05
2096,199,185,57,2021-08-23 04:02:33,2022-03-27 04:50:20
2097,542,76,45,2021-07-15 05:45:21,2022-11-03 00:29:14
2098,503,351,23,2021-02-04 06:40:02,2022-07-27 13:10:57
2099,645,272,26,2021-02-26 15:07:08,2022-07-18 04:43:53
2100,348,195,84,2021-03-11 14:32:43,2022-03-30 22:02:14
2101,426,112,88,2021-02-19 19:57:45,2022-02-11 06:59:53
2102,674,381,51,2021-08-05 18:59:20,2022-06-10 18:33:53
2103,351,319,95,2021-05-27 18:46:08,2022-05-13 16:10:32
2104,207,155,30,2021-03-20 03:48:28,2022-06-02 02:33:22
2105,971,304,26,2021-11-06 06:40:12,2022-09-25 12:39:13
2106,764,78,2,2021-11-12 10:53:21,2022-03-30 16:08:16
2107,299,282,73,2021-06-25 11:15:21,2022-07-12 10:25:53
2108,881,23,7,2021-12-25 11:49:22,2022-09-26 12:37:40
2109,590,374,3,2021-03-15 17:31:02,2022-07-12 23:37:17
2110,797,61,17,2021-10-31 20:29:53,2022-08-14 13:11:51
2111,979,279,86,2021-07-29 01:42:02,2022-06-05 19:00:59
2112,171,243,10,2021-01-25 02:57:54,2022-10-20 10:53:00
2113,689,66,17,2021-07-05 05:53:36,2022-10-08 15:01:30
2114,335,132,86,2021-12-02 04:28:57,2022-04-15 12:59:07
2115,553,468,65,2021-08-22 05:00:16,2022-07-25 06:42:21
2116,483,278,75,2021-03-22 03:38:07,2022-02-05 01:01:24
2117,607,212,39,2021-07-08 06:03:22,2022-06-07 20:00:33
2118,317,487,60,2021-04-15 21:00:44,2022-04-24 11:19:52
2119,216,281,3,2021-12-28 17:41:19,2022-04-01 09:32:00
2120,548,439,78,2021-04-02 19:20:24,2022-08-07 13:48:28
2121,112,167,87,2021-04-22 01:59:54,2022-08-24 05:36:01
2122,890,306,18,2021-06-06 22:13:07,2022-06-22 04:19:27
2123,502,57,90,2021-07-10 21:00:03,2022-01-19 20:35:07
2124,629,403,55,2021-01-29 08:02:54,2022-12-05 12:18:23
2125,116,413,36,2021-08-22 05:24:57,2022-03-15 04:56:41
2126,488,196,84,2021-10-02 21:00:21,2022-10-21 17:39:54
2127,645,23,50,2021-05-25 14:20:34,2022-07-24 16:01:02
2128,817,167,42,2021-03-18 18:59:08,2022-05-24 13:02:16
2129,469,230,99,2021-02-09 09:27:40,2022-11-28 03:21:43
2130,896,54,58,2021-09-26 04:10:29,2022-07-03 19:07:08
2131,296,290,66,2021-06-01 15:36:14,2022-09-18 01:52:08
2132,97,347,38,2021-10-15 14:45:44,2022-11-10 03:08:05
2133,654,497,62,2021-03-04 17:15:51,2022-08-08 01:47:26
2134,492,434,51,2021-02-09 05:20:58,2022-08-09 04:56:19
2135,626,353,38,2021-04-01 06:59:57,2022-05-18 18:36:17
2136,397,275,29,2021-09-28 14:28:45,2022-12-16 14:57:34
2137,554,332,44,2021-07-10 06:47:37,2022-08-19 10:01:27
2138,475,375,48,2021-11-24 09:13:35,2022-04-09 06:27:32
2139,486,64,22,2021-04-13 01:31:30,2022-08-13 06:15:40
2140,76,254,15,2021-09-24 09:31:42,2022-09-12 01:43:01
2141,370,25,5,2021-05-04 05:22:36,2022-02-24 08:37:00
2142,29,86,43,2021-10-29 20:41:32,2022-09-19 11:47:59
2143,801,490,80,2021-03-12 09:41:06,2022-08-07 12:08:49
2144,839,117,34,2021-08-21 16:05:56,2022-09-06 02:23:08
2145,336,412,94,2021-06-13 20:15:22,2022-06-26 13:17:32
2146,943,158,8,2021-06-24 21:31:51,2022-11-24 06:10:42
2147,466,230,82,2021-05-03 18:43:25,2022-10-05 06:22:13
2148,162,287,47,2021-10-30 20:46:46,2022-09-21 12:34:30
2149,386,368,84,2021-11-17 19:00:02,2022-01-02 04:49:25
2150,722,335,4,2021-06-08 03:32:43,2022-04-14 22:48:21
2151,860,60,8,2021-02-20 17:23:18,2022-05-17 21:24:03
2152,466,166,20,2021-08-03 23:22:58,2022-07-16 20:43:43
2153,74,211,32,2021-08-24 09:40:27,2022-07-28 10:05:11
2154,595,161,34,2021-08-04 17:38:33,2022-11-23 09:26:19
2155,757,21,78,2021-03-20 13:07:19,2022-01-16 19:04:34
2156,389,76,45,2021-01-05 12:30:27,2022-09-08 23:14:22
2157,930,76,76,2021-04-07 10:35:57,2022-12-30 00:56:23
2158,786,69,62,2021-05-06 17:18:38,2022-09-19 19:34:52
2159,712,136,48,2021-11-08 23:17:51,2022-12-03 01:07:20
2160,196,369,35,2021-09-18 00:46:54,2022-06-12 13:08:39
2161,616,254,1,2021-01-16 22:13:53,2022-11-12 22:26:38
2162,829,228,3,2021-04-12 01:40:42,2022-10-05 05:26:48
2163,716,349,76,2021-09-29 00:44:28,2022-11-07 09:52:59
2164,985,336,90,2021-07-09 12:04:57,2022-01-06 02:36:41
2165,810,475,84,2021-09-17 21:18:59,2022-01-27 12:04:25
2166,935,445,3,2021-07-31 13:38:16,2022-12-24 08:49:13
2167,471,351,27,2021-05-15 12:22:22,2022-11-24 22:36:18
2168,799,413,89,2021-10-16 03:55:14,2022-03-25 06:30:45
2169,548,294,57,2021-07-20 13:04:43,2022-02-11 08:14:05
2170,58,164,70,2021-04-15 05:32:43,2022-06-06 06:07:19
2171,575,301,84,2021-11-11 02:16:24,2022-03-24 06:47:22
2172,287,446,99,2021-05-04 09:32:52,2022-12-14 23:35:01
2173,946,177,70,2021-05-05 12:32:05,2022-07-24 08:17:47
2174,119,159,16,2021-01-30 20:23:15,2022-05-28 12:30:51
2175,150,151,66,2021-01-31 20:47:17,2022-04-05 23:07:48
2176,548,272,29,2021-08-27 18:05:09,2022-10-23 04:37:51
2177,790,124,75,2021-07-26 17:19:56,2022-04-20 00:45:08
2178,890,199,56,2021-11-01 03:48:55,2022-04-05 09:06:11
2179,516,12,80,2021-11-16 21:52:14,2022-05-26 04:03:39
2180,798,451,30,2021-07-19 20:55:09,2022-09-12 19:27:31
2181,675,381,82,2021-01-27 00:23:25,2022-02-01 09:36:39
2182,444,142,16,2021-07-26 06:14:36,2022-08-15 22:04:55
2183,925,321,44,2021-11-22 07:39:59,2022-04-24 13:38:37
2184,374,85,41,2021-05-16 00:45:38,2022-07-10 12:00:36
2185,654,158,82,2021-04-23 00:09:38,2022-12-24 22:16:08
2186,668,329,87,2021-06-18 21:24:06,2022-05-30 15:23:14
2187,886,386,85,2021-03-19 04:28:29,2022-03-16 11:13:33
2188,25,173,25,2021-06-30 05:54:16,2022-07-03 06:50:43
2189,112,279,9,2021-06-30 00:14:48,2022-07-01 03:40:24
2190,559,469,6,2021-11-05 05:29:12,2022-08-26 02:08:17
2191,793,369,57,2021-10-30 14:07:48,2022-10-21 15:30:23
2192,986,455,38,2021-02-03 21:34:54,2022-10-13 12:01:57
2193,369,152,45,2021-09-28 04:04:13,2022-04-08 14:56:39
2194,942,479,1,2021-03-29 19:45:46,2022-10-31 09:11:55
2195,862,35,31,2021-07-01 05:59:43,2022-11-28 13:15:52
2196,780,51,85,2021-10-05 07:22:17,2022-11-15 07:40:38
2197,428,27,65,2021-10-25 10:52:11,2022-06-12 05:54:20
2198,829,271,69,2021-09-03 11:06:01,2022-10-06 11:57:28
2199,493,33,16,2021-05-06 08:34:42,2022-12-22 16:31:07
2200,43,50,50,2021-03-25 08:53:09,2022-07-12 08:20:02
2201,272,122,83,2021-06-28 17:14:14,2022-01-31 11:00:59
2202,245,281,85,2021-02-22 20:10:01,2022-06-16 09:20:36
2203,671,299,94,2021-07-18 05:31:07,2022-07-11 06:41:05
2204,117,416,46,2021-08-25 06:35:41,2022-12-25 07:41:29
2205,75,298,90,2021-01-10 10:57:26,2022-06-03 02:31:43
2206,652,52,78,2021-12-15 23:10:36,2022-04-04 06:55:23
2207,553,43,96,2021-10-30 14:59:11,2022-09-18 03:42:40
2208,474,241,98,2021-02-07 09:58:13,2022-12-17 21:54:54
2209,541,133,36,2021-08-27 06:04:01,2022-07-02 09:39:03
2210,275,277,15,2021-08-19 05:53:19,2022-05-06 23:43:10
2211,775,319,67,2021-12-05 16:41:19,2022-03-15 15:49:49
2212,338,313,30,2021-08-02 22:33:34,2022-12-11 11:20:06
2213,869,256,29,2021-01-02 19:45:57,2022-06-21 14:28:10
2214,819,203,46,2021-12-30 06:14:11,2022-07-24 02:05:35
2215,430,172,26,2021-11-06 21:57:47,2022-06-28 18:31:32
2216,519,140,39,2021-01-06 21:01:54,2022-11-20 22:44:38
2217,433,72,80,2021-12-16 04:44:54,2022-09-14 03:52:29
2218,726,318,68,2021-12-17 21:16:43,2022-03-11 15:39:33
2219,758,343,34,2021-08-23 15:15:21,2022-12-25 18:11:16
2220,954,277,84,2021-08-12 18:58:14,2022-06-26 19:26:16
2221,88,203,45,2021-10-29 04:47:57,2022-04-09 02:25:33
2222,340,156,49,2021-01-03 01:26:46,2022-06-30 20:36:42
2223,263,327,12,2021-07-18 05:14:02,2022-12-04 18:45:55
2224,502,261,32,2021-01-14 07:17:25,2022-10-07 01:41:24
2225,926,453,32,2021-08-06 23:39:12,2022-03-04 08:56:50
2226,575,50,42,2021-02-08 09:29:57,2022-12-04 19:56:35
2227,45,313,60,2021-11-29 19:17:02,2022-03-06 00:26:00
2228,2,190,88,2021-02-20 20:36:19,2022-12-07 19:28:41
2229,855,158,93,2021-12-25 22:47:00,2022-07-24 00:16:48
2230,770,134,18,2021-05-03 23:42:33,2022-01-22 07:56:33
2231,276,126,35,2021-03-09 15:54:13,2022-06-18 08:28:47
2232,642,172,13,2021-06-15 02:23:05,2022-08-02 19:40:43
2233,185,349,38,2021-10-11 13:28:15,2022-08-12 20:30:01
2234,805,162,97,2021-05-05 18:42:26,2022-08-28 09:10:47
2235,224,134,20,2021-12-08 15:08:13,2022-04-13 16:00:31
2236,484,380,56,2021-02-22 14:02:41,2022-10-06 18:21:48
2237,293,143,84,2021-01-29 05:02:50,2022-04-22 14:54:34
2238,343,102,63,2021-10-16 23:43:41,2022-12-17 16:19:52
2239,247,118,71,2021-12-02 07:55:16,2022-07-04 09:25:54
2240,296,174,57,2021-08-21 21:57:19,2022-11-24 12:01:18
2241,220,123,80,2021-01-06 01:05:59,2022-02-05 18:26:51
2242,76,342,75,2021-09-24 12:42:14,2022-02-06 03:17:10
2243,963,255,58,2021-04-26 13:25:55,2022-01-08 14:34:12
2244,131,302,27,2021-05-06 09:39:57,2022-09-06 16:38:31
2245,811,7,56,2021-01-23 19:26:27,2022-10-08 15:21:49
2246,905,53,20,2021-02-18 16:56:49,2022-03-05 03:25:18
2247,914,445,21,2021-03-05 21:04:23,2022-10-15 05:18:02
2248,721,478,20,2021-02-27 23:50:14,2022-09-14 17:15:41
2249,553,88,42,2021-11-04 22:12:19,2022-11-26 04:58:29
2250,760,484,72,2021-10-27 01:11:12,2022-08-14 08:59:30
2251,845,486,64,2021-12-10 03:43:34,2022-06-20 14:16:30
2252,928,361,54,2021-07-07 21:10:25,2022-11-01 13:47:27
2253,29,339,86,2021-07-01 14:53:46,2022-10-08 16:27:09
2254,567,169,96,2021-07-14 21:57:21,2022-04-10 20:37:57
2255,600,373,100,2021-10-31 05:57:05,2022-04-13 16:01:08
2256,557,256,75,2021-07-14 00:25:11,2022-02-08 14:21:15
2257,265,132,39,2021-02-26 01:32:16,2022-04-07 11:48:48
2258,29,407,37,2021-02-21 05:59:37,2022-03-19 06:17:23
2259,654,461,96,2021-05-30 20:37:45,2022-06-19 04:54:25
2260,203,241,41,2021-02-23 14:26:06,2022-04-27 01:26:36
2261,772,485,3,2021-11-02 00:41:38,2022-08-09 11:38:14
2262,503,293,75,2021-10-29 13:49:31,2022-01-25 18:21:52
2263,422,251,39,2021-06-17 18:45:04,2022-06-26 21:52:56
2264,902,14,79,2021-01-03 03:04:21,2022-04-05 15:32:25
2265,348,35,2,2021-09-08 15:17:51,2022-04-11 01:13:41
2266,228,47,36,2021-12-30 03:01:50,2022-08-16 06:05:15
2267,792,140,44,2021-12-15 12:44:36,2022-09-17 20:07:07
2268,317,186,39,2021-08-22 02:41:17,2022-09-16 15:30:38
2269,350,493,6,2021-01-14 06:22:25,2022-11-21 16:04:56
2270,400,374,30,2021-08-10 17:26:22,2022-02-21 03:47:17
2271,703,467,93,2021-10-24 04:15:22,2022-01-15 10:56:37
2272,360,280,71,2021-06-24 02:58:04,2022-03-26 16:06:49
2273,584,17,70,2021-03-26 13:49:16,2022-10-15 06:23:53
2274,78,339,40,2021-02-03 06:33:39,2022-01-25 03:37:33
2275,531,267,45,2021-02-02 13:30:50,2022-01-27 07:16:36
2276,954,240,14,2021-04-29 08:26:58,2022-07-23 11:40:30
2277,938,251,17,2021-01-05 06:48:56,2022-04-12 03:56:48
2278,15,48,33,2021-01-03 09:49:44,2022-05-06 11:33:10
2279,777,316,53,2021-12-24 23:04:33,2022-08-23 01:08:45
2280,390,483,10,2021-05-14 16:12:00,2022-02-07 11:24:05
2281,870,267,32,2021-06-01 12:06:07,2022-05-28 19:20:33
2282,349,207,51,2021-04-07 09:42:09,2022-11-30 07:45:34
2283,620,211,23,2021-08-18 07:44:53,2022-09-10 10:18:59
2284,779,228,58,2021-10-25 16:37:20,2022-05-05 20:12:53
2285,167,300,100,2021-11-14 15:58:46,2022-04-17 07:12:03
2286,479,47,41,2021-12-29 17:41:15,2022-06-29 11:46:27
2287,731,34,43,2021-10-12 19:01:17,2022-05-27 16:12:36
2288,360,364,57,2021-02-10 14:27:44,2022-05-07 04:14:01
2289,786,441,12,2021-03-27 22:54:23,2022-04-26 04:25:24
2290,616,456,23,2021-12-23 07:58:39,2022-11-14 08:43:37
2291,640,390,40,2021-09-11 06:21:07,2022-11-06 20:33:13
2292,277,490,92,2021-05-16 06:57:03,2022-05-01 08:04:54
2293,946,36,29,2021-10-09 03:14:14,2022-07-03 23:37:24
2294,715,295,25,2021-12-12 11:40:10,2022-01-08 18:43:54
2295,764,127,98,2021-03-02 22:43:15,2022-11-09 12:07:48
2296,237,407,84,2021-03-10 22:16:04,2022-02-25 06:34:05
2297,577,217,87,2021-04-02 22:30:33,2022-05-23 23:36:56
2298,280,66,32,2021-08-06 13:22:23,2022-08-15 17:17:40
2299,433,140,63,2021-08-08 14:23:20,2022-08-17 04:28:17
2300,378,109,79,2021-10-03 13:51:57,2022-06-19 00:28:43
2301,44,382,68,2021-01-14 03:05:33,2022-05-17 06:31:26
2302,828,335,44,2021-12-12 16:02:06,2022-06-15 21:04:00
2303,3,56,36,2021-05-10 22:29:09,2022-11-27 13:48:25
2304,279,294,72,2021-07-26 14:12:15,2022-10-04 11:05:05
2305,75,281,75,2021-11-19 17:50:27,2022-06-15 00:16:47
2306,309,4,67,2021-07-03 15:22:51,2022-09-16 07:26:46
2307,384,318,8,2021-12-09 03:39:15,2022-06-29 10:30:06
2308,499,455,27,2021-02-04 09:46:09,2022-03-09 08:57:59
2309,161,390,88,2021-02-25 11:02:44,2022-11-27 18:16:20
2310,862,492,42,2021-10-19 06:52:37,2022-05-16 00:09:52
2311,687,48,12,2021-03-04 14:19:05,2022-10-18 19:13:21
2312,429,447,64,2021-05-21 09:41:23,2022-01-13 15:59:12
2313,716,423,90,2021-03-07 13:19:39,2022-03-31 23:22:38
2314,659,158,40,2021-09-03 17:00:18,2022-05-16 05:09:21
2315,176,126,21,2021-11-23 04:56:49,2022-01-03 12:57:03
2316,128,271,12,2021-04-09 03:29:06,2022-12-27 06:02:02
2317,701,351,100,2021-05-29 13:18:59,2022-04-08 09:02:28
2318,866,290,13,2021-03-24 22:10:38,2022-06-06 15:41:55
2319,944,112,69,2021-11-29 16:38:53,2022-10-12 16:24:16
2320,166,176,19,2021-10-05 04:03:10,2022-07-22 07:47:02
2321,243,393,20,2021-06-15 21:20:18,2022-04-09 09:34:53
2322,914,432,21,2021-02-23 21:21:17,2022-06-30 09:02:42
2323,867,454,29,2021-08-20 19:25:52,2022-10-20 20:32:16
2324,857,307,43,2021-10-03 16:43:42,2022-06-08 11:02:24
2325,344,303,70,2021-07-18 01:13:14,2022-01-31 01:09:58
2326,124,60,47,2021-01-21 04:15:57,2022-03-15 05:25:55
2327,669,345,57,2021-12-23 03:28:40,2022-11-24 23:39:49
2328,691,201,5,2021-09-24 22:11:30,2022-01-10 23:34:54
2329,231,185,34,2021-01-20 10:23:34,2022-06-12 22:15:16
2330,163,304,74,2021-08-26 15:35:49,2022-09-10 02:53:59
2331,73,348,75,2021-02-14 02:37:06,2022-04-27 06:22:45
2332,301,299,94,2021-02-04 05:18:52,2022-12-22 21:59:07
2333,260,495,2,2021-11-15 04:23:30,2022-08-08 20:19:56
2334,224,133,34,2021-05-11 11:10:04,2022-02-01 18:18:54
2335,255,361,10,2021-08-19 11:06:56,2022-04-13 05:03:05
2336,458,269,65,2021-05-28 21:28:06,2022-02-02 15:40:59
2337,566,116,79,2021-07-29 02:48:04,2022-08-19 21:46:21
2338,326,317,64,2021-02-17 14:00:37,2022-03-06 23:06:03
2339,940,492,88,2021-03-03 03:06:20,2022-11-29 13:44:37
2340,804,215,94,2021-06-09 01:29:13,2022-09-29 22:34:48
2341,787,329,31,2021-06-05 16:46:41,2022-06-09 23:54:25
2342,815,52,56,2021-01-18 00:50:43,2022-09-13 12:44:49
2343,104,490,56,2021-02-19 17:01:57,2022-09-15 09:59:52
2344,973,399,68,2021-03-01 19:11:36,2022-09-15 14:12:26
2345,644,327,93,2021-10-28 14:16:26,2022-08-13 10:23:10
2346,63,82,13,2021-07-25 21:20:28,2022-09-14 11:55:12
2347,576,432,50,2021-09-30 06:27:47,2022-03-10 02:45:25
2348,467,61,69,2021-03-29 21:39:28,2022-11-27 05:34:37
2349,486,182,74,2021-06-30 21:06:18,2022-02-28 07:08:24
2350,639,409,6,2021-08-28 00:45:35,2022-09-18 11:56:48
2351,133,267,9,2021-04-01 18:07:18,2022-10-03 09:21:19
2352,519,330,90,2021-07-07 20:57:04,2022-03-22 22:27:14
2353,527,227,75,2021-10-18 07:12:44,2022-10-25 08:35:03
2354,793,397,99,2021-12-09 00:16:21,2022-04-16 17:34:52
2355,923,215,91,2021-09-27 12:12:41,2022-08-06 13:17:36
2356,460,210,98,2021-12-16 02:04:50,2022-04-17 06:35:06
2357,507,28,55,2021-07-23 18:04:01,2022-06-21 18:18:55
2358,429,379,62,2021-06-02 20:29:39,2022-05-25 22:33:41
2359,705,412,79,2021-07-25 12:09:08,2022-03-01 08:08:39
2360,988,446,26,2021-09-05 03:07:16,2022-12-15 04:37:16
2361,649,325,42,2021-03-20 16:22:13,2022-07-13 00:02:12
2362,900,39,30,2021-11-18 11:24:41,2022-11-07 23:30:30
2363,38,117,29,2021-11-05 13:51:06,2022-01-29 15:13:37
2364,711,190,46,2021-04-25 00:59:10,2022-12-03 19:37:16
2365,893,10,71,2021-07-08 15:27:06,2022-01-30 19:53:07
2366,529,491,1,2021-11-22 03:47:33,2022-01-07 20:52:44
2367,521,411,50,2021-06-27 04:38:21,2022-11-28 22:54:23
2368,197,320,98,2021-10-31 02:34:53,2022-11-05 01:12:48
2369,251,231,87,2021-11-10 08:18:01,2022-07-09 23:44:16
2370,94,139,96,2021-01-02 00:33:33,2022-12-23 21:33:04
2371,367,344,32,2021-06-28 09:17:10,2022-07-09 22:16:50
2372,284,268,62,2021-05-07 19:36:31,2022-09-12 04:07:48
2373,800,187,64,2021-08-14 03:35:12,2022-09-11 23:50:27
2374,716,329,39,2021-09-14 12:45:11,2022-10-12 07:00:54
2375,397,59,4,2021-03-24 17:31:51,2022-12-15 22:00:42
2376,579,175,68,2021-11-14 12:46:22,2022-05-06 00:25:10
2377,54,36,59,2021-09-02 02:25:14,2022-05-09 17:38:53
2378,822,308,66,2021-01-30 21:25:56,2022-08-18 12:32:30
2379,112,338,48,2021-01-26 01:26:37,2022-02-17 09:26:31
2380,634,468,62,2021-12-09 20:44:20,2022-06-12 07:13:06
2381,832,328,60,2021-02-10 22:07:20,2022-11-24 16:41:37
2382,36,335,52,2021-07-18 06:39:24,2022-05-17 06:11:12
2383,159,42,81,2021-04-28 23:19:48,2022-04-19 01:23:15
2384,259,452,45,2021-04-01 10:06:44,2022-10-02 02:19:50
2385,190,397,40,2021-08-24 17:53:41,2022-08-27 18:58:10
2386,416,8,41,2021-01-01 18:26:36,2022-11-30 11:40:11
2387,36,99,76,2021-05-10 12:02:45,2022-09-21 22:40:28
2388,298,142,80,2021-01-03 10:34:30,2022-02-10 03:50:41
2389,25,284,11,2021-09-03 14:19:24,2022-09-18 20:18:37
2390,678,90,99,2021-10-21 19:57:31,2022-01-12 08:32:06
2391,183,199,35,2021-08-19 16:28:10,2022-05-11 16:59:43
2392,77,250,96,2021-10-03 15:34:55,2022-12-12 10:18:11
2393,521,254,14,2021-05-23 18:12:30,2022-01-04 20:21:48
2394,329,361,74,2021-07-06 05:37:02,2022-10-11 16:47:33
2395,80,330,42,2021-02-02 01:06:12,2022-09-17 11:15:32
2396,842,473,74,2021-11-17 08:15:50,2022-04-02 23:24:13
2397,6,154,72,2021-12-01 10:28:27,2022-07-02 19:36:13
2398,486,121,83,2021-10-12 02:29:23,2022-04-20 07:32:01
