payment_id,order_id,payment_date,payment_method,amount,created_at,updated_at
2122,140,2022-06-04 15:35:07,debit_card,5565.91,2021-12-07 16:53:33,2022-08-18 02:15:09
2123,2856,2022-07-20 23:29:50,apple_pay,3870.98,2021-10-07 16:48:38,2022-07-26 21:09:58
2124,1410,2022-04-05 21:50:30,credit_card,262.5,2021-09-17 05:46:34,2022-05-20 07:39:24
2125,261,2022-05-07 00:48:29,apple_pay,9828.74,2021-04-06 09:20:17,2022-02-27 10:36:25
2126,1388,2022-06-20 23:00:16,apple_pay,6858.7,2021-03-19 14:03:04,2022-12-19 14:18:14
2127,2813,2022-01-24 23:54:36,debit_card,8837.58,2021-06-11 17:13:11,2022-07-20 05:55:01
2128,436,2022-02-25 05:21:37,debit_card,8474.54,2021-06-15 08:35:21,2022-10-23 20:55:24
2129,1668,2022-09-27 20:37:09,apple_pay,9808.64,2021-09-09 01:05:24,2022-01-02 23:43:37
2130,1412,2022-07-05 20:50:14,credit_card,4690.36,2021-07-24 06:11:21,2022-06-21 07:31:43
2131,1209,2022-03-12 20:47:52,venmo,5656.55,2021-08-14 06:37:28,2022-06-28 16:15:47
2132,2905,2022-11-10 17:17:39,debit_card,4812.1,2021-01-25 21:48:56,2022-04-29 14:49:09
2133,2024,2022-05-29 16:51:06,debit_card,2919.55,2021-08-07 23:54:54,2022-04-19 00:07:59
2134,757,2022-12-22 08:54:12,apple_pay,7983.7,2021-12-22 17:30:11,2022-06-17 09:58:14
2135,1717,2022-10-16 02:44:57,venmo,5453.95,2021-04-05 12:23:14,2022-11-07 08:47:31
2136,2606,2022-06-10 17:08:02,credit_card,7779.23,2021-09-19 06:15:44,2022-12-08 14:08:28
2137,1660,2022-05-21 04:59:13,venmo,3062.29,2021-08-18 19:48:12,2022-07-15 08:01:00
2138,1082,2022-11-05 21:13:42,credit_card,1327.64,2021-02-06 22:31:15,2022-05-23 22:48:18
2139,2145,2022-01-23 12:58:12,apple_pay,8397.13,2021-12-26 00:20:59,2022-11-15 15:37:27
2140,706,2022-11-24 18:26:31,paypal,9966.38,2021-12-13 10:50:14,2022-05-16 14:26:01
2141,247,2022-05-28 02:19:33,debit_card,2477.66,2021-04-11 12:11:53,2022-11-09 18:35:00
2142,1466,2022-07-23 16:57:35,debit_card,5544.38,2021-04-29 02:38:44,2022-09-15 11:50:46
2143,2080,2022-11-20 17:04:37,apple_pay,6318.97,2021-08-03 03:58:38,2022-09-20 13:08:13
2144,754,2022-04-27 00:51:45,venmo,3443.37,2021-09-01 07:33:34,2022-11-11 12:27:22
2145,1523,2022-06-21 13:29:37,credit_card,7245.9,2021-10-15 06:22:43,2022-11-26 07:27:06
2146,286,2022-06-29 20:18:28,paypal,234.95,2021-06-14 00:50:51,2022-07-17 21:40:58
2147,1781,2022-05-01 17:46:55,paypal,7142.14,2021-02-03 06:32:59,2022-08-31 16:14:26
2148,2650,2022-07-02 05:56:51,venmo,5614.28,2021-12-23 21:40:11,2022-02-26 10:42:40
2149,1913,2022-06-19 22:02:31,paypal,6430.93,2021-12-04 03:58:30,2022-04-07 05:33:37
2150,1928,2022-01-25 11:12:45,credit_card,2838.55,2021-09-27 16:47:30,2022-01-23 12:40:21
2151,1194,2022-11-28 22:49:49,paypal,3403.59,2021-11-15 23:19:58,2022-04-21 01:53:52
2152,2349,2022-03-02 13:26:07,apple_pay,7885.61,2021-01-24 01:49:29,2022-03-01 23:44:13
2153,2785,2022-02-13 16:07:26,debit_card,7364.47,2021-01-17 08:25:38,2022-11-30 00:25:46
2154,1415,2022-07-01 19:31:54,debit_card,8055.81,2021-07-06 02:25:23,2022-06-15 00:05:21
2155,2674,2022-10-27 20:58:15,venmo,7681.28,2021-05-30 05:19:36,2022-10-12 02:34:20
2156,1670,2022-05-20 20:59:38,paypal,4422.5,2021-07-03 01:09:58,2022-09-02 00:35:25
2157,1523,2022-02-11 10:16:50,debit_card,3042.21,2021-08-26 13:14:12,2022-02-02 14:24:32
2158,455,2022-12-24 05:30:24,venmo,4579.63,2021-09-02 04:43:13,2022-04-07 19:20:23
2159,2060,2022-07-09 20:51:54,venmo,5407.26,2021-09-07 11:51:21,2022-01-15 18:04:33
2160,899,2022-04-16 13:20:24,venmo,832.7,2021-07-15 08:38:06,2022-02-26 02:00:17
2161,802,2022-11-20 16:25:30,debit_card,8837.16,2021-02-21 16:15:23,2022-06-14 10:26:08
2162,2292,2022-09-10 09:02:32,apple_pay,4016.2,2021-05-31 02:58:04,2022-02-22 18:29:21
2163,2118,2022-08-30 20:01:24,apple_pay,9502.63,2021-09-03 00:59:47,2022-11-30 03:44:28
2164,2505,2022-06-15 09:40:40,credit_card,7039.32,2021-07-29 16:28:00,2022-03-18 10:25:36
2165,128,2022-11-20 08:26:33,paypal,7967.26,2021-06-12 03:55:47,2022-08-04 05:24:38
2166,1197,2022-01-16 03:06:23,credit_card,4349.38,2021-05-07 17:51:07,2022-02-22 08:31:18
2167,1005,2022-02-18 12:05:46,debit_card,499.9,2021-10-28 14:13:53,2022-03-08 02:17:55
2168,1618,2022-03-16 00:57:38,debit_card,2078.49,2021-10-31 17:03:51,2022-05-27 08:35:56
2169,2109,2022-01-26 00:16:31,venmo,7060.14,2021-08-15 04:22:42,2022-07-29 10:06:24
2170,2518,2022-11-18 18:54:57,credit_card,7597.73,2021-05-05 03:55:15,2022-04-22 13:43:09
2171,1381,2022-02-26 15:10:31,paypal,5401.05,2021-09-25 07:20:24,2022-06-18 08:31:43
2172,849,2022-07-04 20:07:58,debit_card,9957.35,2021-02-12 15:20:11,2022-09-17 07:27:07
2173,2275,2022-07-29 07:00:44,apple_pay,4551.53,2021-07-20 04:40:17,2022-11-06 01:31:51
2174,135,2022-09-05 03:04:01,apple_pay,1879.24,2021-10-29 07:12:53,2022-07-13 02:48:12
2175,346,2022-08-19 09:02:24,venmo,6576.5,2021-09-20 04:38:11,2022-07-09 05:17:08
2176,2588,2022-08-13 03:56:47,apple_pay,7870.41,2021-05-17 06:32:26,2022-10-06 21:04:12
2177,402,2022-06-04 08:43:45,credit_card,525.41,2021-08-11 22:51:50,2022-10-02 06:22:57
2178,1349,2022-03-08 01:16:35,apple_pay,2042.94,2021-08-11 22:40:45,2022-06-29 07:33:33
2179,2373,2022-07-13 18:00:21,credit_card,2172.95,2021-05-28 03:45:38,2022-11-22 06:18:05
2180,1727,2022-01-30 10:17:28,venmo,3307.38,2021-07-16 05:20:29,2022-05-04 04:16:13
2181,2330,2022-09-08 08:55:12,debit_card,9693.58,2021-10-23 08:19:40,2022-01-02 05:02:03
2182,2180,2022-03-30 11:22:17,apple_pay,5559.28,2021-04-08 03:26:06,2022-08-16 11:43:34
2183,1248,2022-12-18 21:30:59,venmo,461.44,2021-01-24 18:38:50,2022-04-11 19:58:12
2184,1131,2022-11-26 12:33:31,paypal,9026.98,2021-11-23 14:37:45,2022-01-28 13:01:42
2185,651,2022-08-15 11:32:06,paypal,2104.11,2021-09-15 00:47:28,2022-09-08 10:04:58
2186,173,2022-08-23 05:29:23,paypal,3007.38,2021-07-26 18:38:24,2022-12-10 05:44:43
2187,2796,2022-06-16 04:31:14,paypal,9181.93,2021-11-13 00:29:43,2022-02-21 15:56:18
2188,360,2022-08-28 15:17:39,venmo,4534.32,2021-01-06 12:24:02,2022-10-23 00:26:51
2189,1249,2022-03-27 09:18:11,debit_card,2089.66,2021-11-26 06:38:47,2022-11-13 18:01:29
2190,2421,2022-12-04 10:44:50,debit_card,7157.54,2021-08-17 14:38:43,2022-06-26 12:01:22
2191,1285,2022-12-13 21:11:40,credit_card,8595.93,2021-06-20 02:14:46,2022-06-27 05:50:32
2192,2137,2022-06-10 04:58:38,debit_card,3549.3,2021-12-13 06:03:55,2022-09-20 03:36:53
2193,2497,2022-05-02 19:34:27,paypal,1835.77,2021-10-19 11:46:25,2022-11-04 19:13:51
2194,2220,2022-08-22 18:38:42,credit_card,2057.71,2021-12-27 17:38:58,2022-02-16 04:29:12
2195,1901,2022-07-01 01:36:05,debit_card,7697.46,2021-05-31 08:19:00,2022-03-14 19:00:07
2196,106,2022-11-17 15:26:48,paypal,4370.58,2021-06-21 10:48:06,2022-05-21 12:57:40
2197,1606,2022-05-08 20:11:22,paypal,5211.28,2021-06-24 01:06:24,2022-10-04 00:48:22
2198,1775,2022-04-05 13:31:57,paypal,565.89,2021-04-04 17:35:34,2022-04-15 04:59:47
2199,1119,2022-01-26 05:04:48,debit_card,2143.53,2021-03-21 17:26:36,2022-02-20 07:09:10
2200,830,2022-03-22 22:26:49,apple_pay,911.88,2021-09-03 03:21:55,2022-11-23 13:04:26
2201,1329,2022-11-13 06:06:36,debit_card,7172.47,2021-10-21 17:38:39,2022-03-10 14:19:50
2202,761,2022-03-24 03:31:42,paypal,5855.51,2021-09-30 07:54:38,2022-06-12 05:05:49
2203,2666,2022-10-16 08:56:19,credit_card,9285.45,2021-03-18 08:03:54,2022-03-06 22:45:07
2204,2997,2022-05-11 17:58:37,venmo,6528.9,2021-12-22 06:27:40,2022-11-14 16:13:41
2205,1770,2022-12-08 18:48:39,paypal,6984.77,2021-08-02 20:33:53,2022-04-16 07:37:54
2206,433,2022-07-21 20:58:13,credit_card,6810.92,2021-12-08 23:46:29,2022-09-21 18:13:19
2207,476,2022-02-23 01:39:43,credit_card,8930.5,2021-07-06 23:26:14,2022-08-12 18:44:52
2208,2729,2022-04-28 06:49:04,apple_pay,5851.32,2021-10-18 02:32:08,2022-04-03 00:27:40
2209,2242,2022-05-08 09:01:36,paypal,3040.3,2021-07-16 09:48:18,2022-05-16 09:06:15
2210,634,2022-11-02 13:29:30,venmo,2948.39,2021-02-08 19:33:59,2022-11-04 12:10:23
2211,997,2022-01-06 01:48:21,paypal,6137.41,2021-05-27 00:36:32,2022-05-02 22:09:30
2212,2322,2022-09-17 20:17:15,apple_pay,5129.42,2021-01-06 03:20:21,2022-05-05 17:42:05
2213,1780,2022-09-01 14:06:33,apple_pay,2611.52,2021-04-10 20:15:40,2022-06-11 05:19:16
2214,1825,2022-07-23 09:20:24,paypal,6608.23,2021-10-18 12:32:23,2022-04-08 16:12:47
2215,765,2022-08-17 14:13:02,debit_card,8533.79,2021-01-22 10:56:57,2022-11-29 02:33:06
2216,2392,2022-03-13 11:22:15,debit_card,676.01,2021-05-21 19:18:16,2022-05-22 22:07:12
2217,2073,2022-11-19 09:55:52,credit_card,3360.69,2021-12-29 16:45:35,2022-05-19 15:51:56
2218,2769,2022-06-09 13:26:46,debit_card,9146.41,2021-05-24 18:23:11,2022-05-10 16:36:28
2219,2634,2022-06-14 15:59:19,debit_card,7746.03,2021-03-07 10:42:13,2022-01-19 13:24:17
2220,2569,2022-09-09 18:36:46,credit_card,213.87,2021-05-28 15:14:03,2022-08-09 12:49:17
2221,2457,2022-05-25 16:31:44,debit_card,2405.81,2021-07-27 21:29:33,2022-05-20 11:12:03
2222,1178,2022-08-31 03:54:48,credit_card,6264.82,2021-05-06 15:34:24,2022-07-18 00:21:39
2223,1345,2022-07-13 20:15:17,paypal,8758.93,2021-11-04 06:38:08,2022-10-27 09:39:49
2224,1701,2022-02-19 07:49:34,credit_card,8562.52,2021-01-03 11:05:14,2022-01-23 03:17:30
2225,2846,2022-12-09 07:03:59,venmo,754.28,2021-02-05 13:04:12,2022-08-31 11:50:52
2226,2840,2022-10-29 14:31:00,apple_pay,5035.41,2021-11-05 08:06:42,2022-11-28 22:23:39
2227,442,2022-09-15 08:56:15,debit_card,7697.39,2021-03-13 13:28:42,2022-01-29 02:28:56
2228,1634,2022-08-18 12:14:32,apple_pay,4886.55,2021-12-21 06:08:31,2022-01-13 17:43:07
2229,2207,2022-11-14 17:37:40,apple_pay,149.58,2021-01-04 20:40:54,2022-09-28 10:13:56
2230,586,2022-06-17 18:44:08,paypal,6607.49,2021-12-05 11:33:10,2022-01-23 17:46:43
2231,289,2022-09-21 20:33:46,apple_pay,6148.55,2021-10-22 13:41:59,2022-03-17 16:50:08
2232,1695,2022-03-02 20:09:27,debit_card,1579.57,2021-04-07 08:50:09,2022-04-18 11:26:45
2233,2926,2022-07-03 03:17:02,credit_card,8042.97,2021-02-08 10:32:25,2022-10-12 05:37:39
2234,2032,2022-05-13 05:46:30,venmo,2238.68,2021-10-14 16:33:18,2022-05-15 16:02:13
2235,1893,2022-09-20 15:15:05,venmo,8119.5,2021-03-24 08:50:08,2022-12-22 01:47:43
2236,1513,2022-11-03 16:29:19,paypal,2113.49,2021-08-25 05:12:52,2022-07-19 15:48:41
2237,975,2022-04-15 07:05:11,venmo,4400.02,2021-09-26 12:32:01,2022-08-16 18:59:24
2238,2645,2022-07-15 18:45:54,debit_card,272.73,2021-04-03 09:17:03,2022-11-18 19:06:29
2239,1735,2022-07-27 23:12:06,debit_card,8997.84,2021-06-07 05:00:22,2022-02-05 14:18:57
2240,2909,2022-05-17 23:17:46,apple_pay,8634.72,2021-04-08 17:32:35,2022-07-14 20:44:12
2241,822,2022-09-14 14:37:19,credit_card,443.7,2021-06-19 09:45:11,2022-02-03 00:02:34
2242,2369,2022-12-26 16:08:30,paypal,9804.2,2021-09-11 20:35:14,2022-08-30 16:22:30
2243,1263,2022-06-03 19:40:37,debit_card,2109.4,2021-09-10 22:39:31,2022-03-07 22:26:33
2244,2387,2022-05-25 06:53:43,debit_card,7555.38,2021-06-13 02:34:31,2022-02-01 08:09:28
2245,561,2022-01-16 23:32:26,venmo,4950.25,2021-06-21 05:13:59,2022-08-10 14:19:41
2246,1409,2022-01-23 17:43:04,debit_card,2415.64,2021-10-20 18:59:49,2022-01-24 03:53:32
2247,2219,2022-02-12 19:33:32,apple_pay,3512.03,2021-01-29 03:35:17,2022-12-24 23:56:17
2248,2670,2022-07-16 02:01:24,venmo,3557.08,2021-11-17 21:40:24,2022-03-30 09:37:18
2249,447,2022-06-06 14:01:29,debit_card,6991.84,2021-08-04 15:03:11,2022-09-24 01:27:19
2250,271,2022-09-12 14:12:41,apple_pay,4228.11,2021-05-16 13:40:23,2022-11-07 12:23:31
2251,1422,2022-10-03 09:25:52,paypal,1102.94,2021-07-08 22:40:50,2022-07-22 11:12:41
2252,1696,2022-08-06 17:55:46,paypal,6866.67,2021-11-05 16:10:31,2022-07-02 12:37:14
2253,2043,2022-05-06 22:45:17,paypal,754.36,2021-05-08 00:08:40,2022-08-31 18:19:06
2254,1142,2022-04-02 18:00:17,apple_pay,2690.42,2021-03-23 05:55:06,2022-12-12 22:23:28
2255,1749,2022-11-05 13:26:51,credit_card,9120.1,2021-04-30 21:29:45,2022-11-04 16:11:42
2256,1671,2022-04-06 16:19:30,debit_card,5583.24,2021-11-01 07:53:31,2022-06-30 08:11:03
