shipping_id,order_id,shipping_date,shipping_method,tracking_number,status,created_at,updated_at
2031,2378,2022-10-08 16:51:20,Curbside Pickup,4867380521,completed,2021-02-04 20:32:10,2022-02-12 17:56:48
2032,153,2022-02-21 18:50:36,2-Day Shipping,9844968474,active,2021-06-14 23:30:29,2022-02-26 23:30:41
2033,399,2022-02-15 15:33:58,Free Shipping,1667282529,active,2021-11-19 13:08:46,2022-01-08 12:04:54
2034,961,2022-04-04 22:32:28,In-Store Pickup,6466705755,on hold,2021-02-24 08:12:17,2022-05-27 13:16:31
2035,1240,2022-07-14 06:04:07,Standard Shipping,9640733467,pending,2021-07-02 16:46:47,2022-02-12 13:07:37
2036,1106,2022-04-15 14:20:09,Priority Shipping,8180938557,on hold,2021-08-13 03:18:56,2022-01-13 14:51:34
2037,1659,2022-04-18 05:01:05,International Shipping,5850825007,cancelled,2021-05-08 22:25:45,2022-05-14 20:11:21
2038,989,2022-01-03 22:55:43,Curbside Pickup,1583989412,cancelled,2021-04-28 01:27:49,2022-02-11 15:48:27
2039,1383,2022-10-30 04:11:58,2-Day Shipping,5446429372,cancelled,2021-07-03 00:59:51,2022-04-12 08:49:25
2040,627,2022-12-27 11:55:34,Express Shipping,7279808726,pending,2021-06-08 19:51:46,2022-12-24 10:39:10
2041,1614,2022-01-20 00:01:00,Same-Day Delivery,8315820025,completed,2021-04-21 18:46:51,2022-02-02 18:43:31
2042,1572,2022-12-15 04:17:50,Same-Day Delivery,2615142938,cancelled,2021-01-13 05:18:43,2022-03-07 12:11:28
2043,994,2022-02-23 15:26:01,2-Day Shipping,8350382411,active,2021-11-07 17:21:31,2022-03-01 22:49:34
2044,1813,2022-02-26 02:23:45,Priority Shipping,1800891041,on hold,2021-04-12 00:44:07,2022-10-07 07:26:20
2045,1214,2022-01-23 09:31:15,Free Shipping,7017291467,pending,2021-06-27 13:28:46,2022-12-02 06:28:34
2046,1202,2022-01-02 16:49:28,In-Store Pickup,4036482449,completed,2021-06-15 18:01:45,2022-04-12 09:36:01
2047,1794,2022-11-09 09:11:34,Priority Shipping,2596657378,pending,2021-02-13 00:09:32,2022-08-04 20:12:34
2048,2986,2022-02-16 00:19:40,Curbside Pickup,6077209972,on hold,2021-10-03 03:30:50,2022-04-14 18:17:53
2049,1016,2022-12-20 00:27:56,In-Store Pickup,8426093962,completed,2021-01-30 20:17:39,2022-01-16 08:18:05
2050,1405,2022-10-17 01:04:36,Free Shipping,5744124944,on hold,2021-06-14 22:26:48,2022-11-08 17:10:44
2051,2501,2022-11-26 11:32:00,International Shipping,8224044267,completed,2021-03-28 20:45:39,2022-09-03 22:12:27
2052,521,2022-05-22 14:02:47,In-Store Pickup,2385100725,on hold,2021-05-22 02:06:06,2022-01-25 01:01:02
2053,2346,2022-01-09 18:53:39,Express Shipping,9120753667,active,2021-07-05 04:21:54,2022-01-25 20:22:34
2054,1381,2022-08-17 02:55:39,Express Shipping,7758777505,active,2021-10-11 04:20:39,2022-12-01 04:41:24
2055,2734,2022-06-30 13:17:20,International Shipping,1098049677,cancelled,2021-06-23 23:07:41,2022-01-04 19:28:39
2056,361,2022-09-01 20:04:17,2-Day Shipping,8718312056,active,2021-01-05 23:16:08,2022-07-08 21:13:02
2057,1094,2022-01-06 16:41:47,2-Day Shipping,7611884158,on hold,2021-10-07 15:51:00,2022-12-22 18:21:46
2058,2216,2022-04-28 07:58:48,Free Shipping,4874205137,on hold,2021-07-02 00:53:58,2022-08-12 06:34:58
2059,1275,2022-08-22 19:08:16,Curbside Pickup,4150154539,on hold,2021-05-22 17:14:54,2022-01-02 10:48:38
2060,2593,2022-10-12 09:08:02,Priority Shipping,2823557599,on hold,2021-06-16 12:18:57,2022-09-07 18:21:49
2061,2065,2022-02-09 08:16:20,2-Day Shipping,3467285921,on hold,2021-10-15 01:59:39,2022-10-16 19:33:09
2062,100,2022-11-01 04:26:14,Express Shipping,6303897773,on hold,2021-02-10 12:36:45,2022-10-12 02:57:50
2063,682,2022-11-08 22:22:58,Curbside Pickup,8398827013,on hold,2021-07-30 01:12:19,2022-07-23 19:47:36
2064,2479,2022-07-28 18:23:17,Express Shipping,3095404404,pending,2021-11-24 09:10:20,2022-09-12 19:53:49
2065,968,2022-04-06 13:39:29,Next Day Delivery,1808470176,on hold,2021-10-14 04:43:33,2022-12-04 02:42:52
2066,361,2022-11-18 08:57:32,Free Shipping,2632532411,on hold,2021-09-17 12:39:31,2022-06-17 01:31:58
2067,1859,2022-01-29 07:18:28,International Shipping,9024934988,on hold,2021-09-18 11:08:11,2022-01-05 21:59:13
2068,643,2022-07-29 07:26:10,In-Store Pickup,6590858723,active,2021-04-28 15:06:00,2022-01-25 00:35:06
2069,2123,2022-05-17 02:27:48,Next Day Delivery,1926708608,pending,2021-03-05 05:44:21,2022-03-24 00:32:12
2070,1248,2022-03-18 06:12:35,Priority Shipping,8218459163,on hold,2021-07-26 14:18:33,2022-04-16 10:33:44
2071,292,2022-03-17 06:43:09,Free Shipping,7877311849,cancelled,2021-02-23 00:19:37,2022-01-25 22:00:19
2072,1918,2022-11-26 12:38:35,2-Day Shipping,5432803071,cancelled,2021-09-11 22:52:19,2022-09-24 15:02:22
2073,1461,2022-09-03 04:13:57,Standard Shipping,8971375232,pending,2021-12-10 07:56:40,2022-03-04 02:42:57
2074,1890,2022-12-08 16:36:16,2-Day Shipping,7392620156,active,2021-07-23 20:46:06,2022-09-29 21:15:06
2075,437,2022-03-23 21:45:56,Express Shipping,8143012779,on hold,2021-10-06 02:39:07,2022-08-14 03:59:18
2076,2436,2022-02-01 23:27:52,Next Day Delivery,2178282360,active,2021-12-10 23:10:34,2022-11-29 18:55:16
2077,217,2022-09-17 14:51:53,International Shipping,4753072512,cancelled,2021-02-24 05:55:13,2022-09-30 05:18:20
2078,2173,2022-04-26 05:37:52,In-Store Pickup,9088922906,completed,2021-10-11 12:17:55,2022-10-24 18:43:25
2079,178,2022-09-26 01:25:28,In-Store Pickup,8138656205,active,2021-12-22 19:08:38,2022-09-28 03:51:28
2080,503,2022-07-01 19:40:54,Free Shipping,4138014157,pending,2021-11-27 11:12:50,2022-06-19 01:18:53
2081,2617,2022-04-09 23:35:01,Priority Shipping,9320253691,completed,2021-07-30 17:17:21,2022-10-18 10:03:27
2082,2553,2022-01-01 21:30:52,Express Shipping,9184219938,on hold,2021-01-20 13:07:42,2022-08-30 22:04:29
2083,922,2022-11-08 22:42:15,Curbside Pickup,4486668945,cancelled,2021-11-03 08:21:17,2022-08-22 22:06:11
2084,2381,2022-09-15 08:49:59,Next Day Delivery,5910211811,active,2021-03-14 12:28:40,2022-04-06 10:49:52
2085,1405,2022-01-19 16:18:07,International Shipping,2963803983,active,2021-08-20 01:09:48,2022-02-23 06:48:15
2086,148,2022-01-21 21:21:07,Next Day Delivery,3367236651,cancelled,2021-11-02 22:14:40,2022-08-24 10:16:04
2087,981,2022-12-05 22:14:36,Same-Day Delivery,4928992837,on hold,2021-06-15 06:22:29,2022-01-03 14:57:24
2088,2725,2022-05-28 21:24:33,In-Store Pickup,6145584682,on hold,2021-06-23 10:14:28,2022-05-05 11:05:47
2089,341,2022-06-15 14:56:55,Priority Shipping,7997093535,cancelled,2021-04-21 22:39:22,2022-01-16 19:21:56
2090,563,2022-03-03 04:37:16,Express Shipping,8912196807,on hold,2021-06-27 08:11:28,2022-05-23 12:44:22
2091,1463,2022-07-09 10:31:22,International Shipping,7238262001,active,2021-01-04 15:48:23,2022-04-15 06:01:23
2092,1384,2022-06-05 00:12:34,Curbside Pickup,5083268716,cancelled,2021-12-20 16:14:02,2022-04-15 16:56:41
2093,2745,2022-12-20 08:06:07,Free Shipping,7931096133,on hold,2021-06-24 07:12:37,2022-01-08 09:08:53
2094,2664,2022-07-30 12:30:49,Free Shipping,2291112553,cancelled,2021-04-20 18:13:21,2022-07-18 10:29:44
2095,213,2022-03-22 20:50:14,International Shipping,6448124160,cancelled,2021-04-04 17:07:02,2022-01-04 08:20:25
2096,1191,2022-04-22 13:03:37,Same-Day Delivery,9230587497,cancelled,2021-02-02 09:27:53,2022-03-04 12:12:49
2097,170,2022-03-07 22:56:42,In-Store Pickup,4466685210,completed,2021-01-01 03:36:23,2022-11-22 02:58:10
2098,224,2022-08-09 10:25:33,Free Shipping,1176960506,cancelled,2021-07-31 01:33:38,2022-01-27 11:21:36
2099,1381,2022-01-17 05:40:57,Same-Day Delivery,9438468292,cancelled,2021-10-04 22:48:36,2022-08-17 21:42:21
2100,1844,2022-06-23 11:06:21,In-Store Pickup,7957538143,active,2021-10-05 12:52:34,2022-07-22 09:21:47
2101,2376,2022-06-18 19:58:29,In-Store Pickup,3726094511,on hold,2021-03-24 21:14:14,2022-06-19 07:31:25
2102,618,2022-11-06 09:50:14,Same-Day Delivery,5667306901,on hold,2021-08-06 15:44:01,2022-07-04 04:37:20
2103,2431,2022-03-05 10:46:17,2-Day Shipping,8507820036,active,2021-05-27 04:50:24,2022-11-28 01:28:27
2104,671,2022-04-16 00:18:23,Same-Day Delivery,6163160650,pending,2021-10-13 14:36:28,2022-08-31 02:25:45
2105,2980,2022-02-14 05:41:25,Curbside Pickup,4767781723,pending,2021-10-06 22:01:36,2022-04-02 22:53:11
2106,598,2022-03-16 02:04:26,Next Day Delivery,9461756247,pending,2021-04-10 14:15:20,2022-08-23 06:23:45
2107,557,2022-05-04 12:47:16,International Shipping,7117081899,completed,2021-05-17 17:21:03,2022-04-29 00:35:44
2108,2078,2022-10-24 15:41:46,Express Shipping,9753830384,on hold,2021-01-07 08:45:09,2022-04-30 13:06:28
2109,2840,2022-12-25 18:54:22,Free Shipping,8411247740,completed,2021-02-26 03:25:40,2022-03-06 01:43:11
2110,1911,2022-06-03 19:19:50,Standard Shipping,7886665713,on hold,2021-01-17 20:16:35,2022-02-21 12:50:28
2111,189,2022-11-11 10:15:14,Curbside Pickup,5161201508,completed,2021-03-21 00:59:11,2022-01-08 20:04:47
2112,326,2022-10-12 14:05:10,Curbside Pickup,8850061104,active,2021-08-04 11:49:28,2022-05-11 07:24:00
2113,546,2022-01-06 08:49:24,In-Store Pickup,6333749074,pending,2021-09-08 10:43:54,2022-09-16 07:19:43
2114,308,2022-03-13 08:20:45,Standard Shipping,3333677229,on hold,2021-06-02 15:36:13,2022-02-28 14:13:42
2115,1475,2022-12-27 20:18:48,Standard Shipping,5676018105,cancelled,2021-08-29 13:44:01,2022-01-29 10:29:27
2116,1429,2022-08-03 07:25:57,In-Store Pickup,8814757389,cancelled,2021-06-23 00:51:08,2022-01-06 02:17:40
2117,1268,2022-07-22 01:22:04,Express Shipping,8926475500,on hold,2021-04-22 04:00:39,2022-10-19 23:17:48
2118,2318,2022-06-07 15:57:42,In-Store Pickup,4489693367,on hold,2021-04-20 08:45:54,2022-10-13 19:05:10
2119,1570,2022-07-21 22:12:55,Next Day Delivery,2144783554,active,2021-04-06 08:40:07,2022-04-02 18:47:23
2120,1384,2022-10-26 17:11:17,Express Shipping,7539133523,cancelled,2021-10-30 08:43:59,2022-01-31 04:18:43
2121,1319,2022-04-10 11:52:25,Next Day Delivery,8454533585,pending,2021-02-09 03:50:41,2022-06-02 00:32:04
2122,440,2022-03-11 20:41:05,In-Store Pickup,7028787010,active,2021-03-04 00:45:45,2022-03-24 14:17:21
2123,949,2022-10-23 07:31:24,Free Shipping,9172466566,cancelled,2021-02-10 19:06:58,2022-11-10 15:24:25
2124,2914,2022-11-14 09:14:05,International Shipping,9078209695,pending,2021-09-09 08:52:59,2022-11-27 09:47:46
2125,2948,2022-09-01 05:33:59,Same-Day Delivery,2661574608,on hold,2021-03-04 19:45:25,2022-04-28 06:30:05
2126,2196,2022-04-11 13:11:51,Curbside Pickup,7123740287,active,2021-08-01 05:34:19,2022-10-31 14:44:59
2127,2628,2022-05-28 13:39:21,International Shipping,3759915141,active,2021-10-31 15:14:22,2022-06-07 06:03:18
2128,1880,2022-08-06 18:10:18,Next Day Delivery,5803061623,completed,2021-05-11 01:50:49,2022-02-26 22:32:06
2129,361,2022-12-07 20:28:30,Free Shipping,4294036011,pending,2021-07-09 15:22:14,2022-08-24 12:57:55
2130,2738,2022-11-06 06:27:25,In-Store Pickup,9108421871,pending,2021-10-04 06:17:45,2022-02-26 07:02:40
2131,1309,2022-07-15 18:52:46,2-Day Shipping,1827269321,completed,2021-09-11 10:30:52,2022-11-04 01:56:16
2132,851,2022-02-16 05:15:33,Same-Day Delivery,8669046804,completed,2021-11-15 17:30:19,2022-10-06 08:14:05
2133,1737,2022-08-24 01:38:32,Free Shipping,3491409771,on hold,2021-04-15 17:44:51,2022-11-04 18:45:39
2134,2065,2022-01-23 07:46:19,Express Shipping,4098107652,completed,2021-08-15 09:40:54,2022-07-22 18:25:00
2135,2258,2022-07-03 11:45:14,Free Shipping,7975978171,on hold,2021-10-04 09:16:12,2022-01-07 20:45:54
2136,2882,2022-05-28 12:28:49,Priority Shipping,1464039801,pending,2021-11-11 23:35:29,2022-01-10 06:12:12
2137,634,2022-03-16 05:54:00,Express Shipping,5479838029,on hold,2021-02-26 18:45:25,2022-08-10 01:41:22
2138,1288,2022-10-13 07:04:45,Free Shipping,5696835824,pending,2021-10-24 08:34:00,2022-09-15 22:19:43
2139,18,2022-11-20 14:03:03,2-Day Shipping,8491883860,pending,2021-05-26 00:41:29,2022-09-28 08:31:52
2140,1175,2022-06-13 17:45:51,Next Day Delivery,1399593816,pending,2021-04-27 22:13:52,2022-10-18 14:45:00
2141,71,2022-07-14 08:14:00,Express Shipping,4008449829,on hold,2021-11-07 13:28:33,2022-12-26 11:44:09
2142,183,2022-11-09 10:05:28,Curbside Pickup,2895633066,active,2021-09-05 01:03:44,2022-01-08 21:51:13
2143,1658,2022-07-21 11:02:39,Next Day Delivery,2711409365,on hold,2021-05-14 02:59:16,2022-12-18 07:15:05
2144,1242,2022-07-21 16:12:52,Curbside Pickup,4759793638,active,2021-06-19 07:47:12,2022-09-12 08:53:16
2145,768,2022-10-30 11:59:14,International Shipping,5519825941,completed,2021-09-29 22:53:29,2022-02-12 04:40:48
2146,758,2022-12-17 05:45:07,Priority Shipping,8689511456,completed,2021-01-27 10:38:06,2022-09-07 08:33:46
2147,1168,2022-09-01 20:19:01,Standard Shipping,9343375594,cancelled,2021-10-27 18:48:38,2022-10-23 05:13:32
2148,1587,2022-10-06 19:23:40,Next Day Delivery,3269727160,cancelled,2021-12-09 16:21:55,2022-08-15 23:08:16
2149,844,2022-10-17 09:48:11,Curbside Pickup,4411436735,on hold,2021-01-06 15:34:11,2022-03-20 23:13:56
2150,2250,2022-05-28 04:49:35,Next Day Delivery,8311849273,cancelled,2021-11-13 02:40:50,2022-04-29 19:47:42
2151,2717,2022-02-24 08:46:39,Free Shipping,3612276145,active,2021-04-05 04:24:20,2022-11-30 01:01:52
2152,1488,2022-11-12 05:02:12,Curbside Pickup,3714721390,cancelled,2021-01-23 00:28:18,2022-04-14 19:17:05
2153,370,2022-01-23 10:44:12,Standard Shipping,4480766738,on hold,2021-10-23 09:14:07,2022-03-26 09:30:46
2154,2906,2022-11-13 04:57:08,Express Shipping,9916317214,active,2021-04-01 08:10:12,2022-12-23 21:48:10
2155,1406,2022-02-25 19:42:45,Curbside Pickup,7535565783,pending,2021-11-04 13:45:53,2022-02-09 08:55:39
2156,2263,2022-11-15 05:02:29,International Shipping,8922956117,on hold,2021-08-22 14:47:24,2022-03-29 09:02:27
2157,1353,2022-08-26 14:39:33,In-Store Pickup,4183797705,pending,2021-11-03 16:19:21,2022-06-15 11:40:54
2158,2920,2022-03-09 12:50:48,Priority Shipping,8031108453,active,2021-08-10 10:18:26,2022-10-23 12:23:32
2159,422,2022-02-20 03:41:51,Same-Day Delivery,4708583661,cancelled,2021-06-09 07:07:20,2022-11-30 02:05:31
2160,872,2022-10-01 10:06:14,Priority Shipping,3849097899,completed,2021-09-26 01:49:31,2022-11-20 06:21:08
2161,163,2022-11-28 22:21:56,Free Shipping,4688878891,cancelled,2021-11-21 15:42:11,2022-06-22 18:28:20
2162,980,2022-04-19 19:28:50,Express Shipping,9265911667,completed,2021-11-12 12:41:06,2022-04-13 09:02:38
2163,1407,2022-03-08 07:53:42,Free Shipping,2724854774,pending,2021-07-31 05:36:33,2022-01-09 06:30:22
2164,284,2022-01-06 07:31:31,Curbside Pickup,4907556766,cancelled,2021-04-12 13:55:15,2022-03-16 20:00:28
2165,1686,2022-10-14 08:37:33,International Shipping,8900612058,active,2021-03-15 08:40:03,2022-05-07 02:30:48
2166,1782,2022-10-27 10:26:55,International Shipping,5384476536,on hold,2021-10-27 23:49:25,2022-03-31 00:32:31
2167,2277,2022-11-06 08:36:20,Same-Day Delivery,6635874446,completed,2021-12-19 09:57:43,2022-01-18 10:53:15
2168,30,2022-07-10 20:27:35,Next Day Delivery,4698175362,pending,2021-07-19 21:45:08,2022-03-29 00:09:04
2169,2488,2022-08-06 23:52:51,Curbside Pickup,6443115826,cancelled,2021-10-18 20:36:02,2022-04-18 16:17:58
2170,1724,2022-01-23 01:50:11,Curbside Pickup,6800234476,on hold,2021-11-17 00:28:47,2022-09-17 20:07:20
2171,2714,2022-11-02 05:38:31,Curbside Pickup,1454128579,active,2021-08-04 11:22:39,2022-03-01 01:05:55
2172,1813,2022-10-04 22:44:51,In-Store Pickup,1910449123,on hold,2021-03-16 04:10:38,2022-08-25 02:48:17
2173,1989,2022-02-10 06:08:39,Same-Day Delivery,8141574714,on hold,2021-08-31 00:59:06,2022-10-30 10:38:06
2174,904,2022-06-03 04:45:39,2-Day Shipping,8889589659,on hold,2021-03-28 17:38:57,2022-10-05 21:54:48
2175,819,2022-11-12 00:26:02,Same-Day Delivery,9953510422,pending,2021-10-28 16:38:17,2022-05-26 02:20:07
2176,1636,2022-06-01 09:15:48,Priority Shipping,2957226505,cancelled,2021-10-23 19:33:43,2022-10-16 06:36:10
2177,750,2022-12-13 23:15:50,Free Shipping,3745645953,cancelled,2021-04-01 20:04:39,2022-07-07 03:45:53
2178,2984,2022-03-31 05:21:45,Same-Day Delivery,9929257657,pending,2021-09-23 12:58:03,2022-03-19 15:02:27
2179,769,2022-05-07 08:27:01,Same-Day Delivery,5513551170,pending,2021-09-27 00:33:36,2022-01-25 10:57:54
2180,2597,2022-09-23 03:15:03,2-Day Shipping,1612032575,cancelled,2021-03-31 17:50:41,2022-06-24 06:11:25
2181,1984,2022-01-17 05:27:26,In-Store Pickup,2449659954,cancelled,2021-04-28 17:50:00,2022-01-12 02:18:53
2182,1402,2022-04-11 19:53:53,In-Store Pickup,9324447072,active,2021-03-26 08:54:02,2022-10-24 18:43:06
2183,2419,2022-12-14 13:55:57,Next Day Delivery,1842734959,active,2021-11-17 06:39:06,2022-08-08 20:00:57
2184,1057,2022-11-23 09:01:49,International Shipping,2296171151,completed,2021-05-15 01:03:44,2022-03-10 16:40:33
2185,610,2022-04-17 10:01:57,Same-Day Delivery,7473196315,cancelled,2021-02-28 21:17:19,2022-04-10 21:08:40
2186,1001,2022-05-12 00:05:27,Same-Day Delivery,1114944307,completed,2021-03-21 17:11:35,2022-09-02 04:42:06
2187,30,2022-02-16 13:05:14,Standard Shipping,5444433000,active,2021-05-22 06:45:21,2022-07-16 08:37:05
2188,999,2022-02-17 22:22:54,Standard Shipping,3705351671,active,2021-10-06 06:28:05,2022-08-29 05:36:17
2189,1249,2022-12-01 05:43:54,Priority Shipping,4286191545,on hold,2021-08-14 10:01:05,2022-06-01 04:24:24
2190,1309,2022-05-20 14:29:21,International Shipping,8144703995,active,2021-07-19 13:15:24,2022-06-16 04:18:45
2191,2246,2022-11-13 10:22:05,2-Day Shipping,5227846928,cancelled,2021-04-16 09:46:41,2022-01-17 20:53:23
2192,1619,2022-09-30 13:16:38,In-Store Pickup,4145036298,completed,2021-08-14 13:23:47,2022-11-01 04:24:44
2193,2372,2022-03-25 04:50:48,2-Day Shipping,7527198269,pending,2021-09-01 23:22:03,2022-03-02 02:56:03
2194,2965,2022-09-24 18:07:30,2-Day Shipping,6025091883,pending,2021-02-06 08:38:28,2022-06-14 18:54:49
2195,578,2022-06-28 02:11:40,Same-Day Delivery,9364279674,cancelled,2021-04-26 06:04:26,2022-12-23 01:44:05
2196,919,2022-07-14 05:33:02,International Shipping,8654339177,on hold,2021-07-24 12:48:45,2022-09-29 15:09:47
2197,896,2022-11-03 12:53:23,Same-Day Delivery,8388854837,completed,2021-11-29 13:42:06,2022-10-11 12:38:05
2198,2995,2022-01-25 00:26:33,2-Day Shipping,3064300676,pending,2021-04-08 03:18:51,2022-10-05 09:41:56
2199,31,2022-11-30 03:21:38,Priority Shipping,1068074408,pending,2021-03-18 02:56:47,2022-10-07 18:01:48
2200,1929,2022-12-11 05:05:39,Same-Day Delivery,5498923712,pending,2021-04-16 23:58:14,2022-04-16 03:49:16
2201,1240,2022-04-10 06:33:57,International Shipping,9195010830,on hold,2021-08-14 06:57:58,2022-11-21 09:22:38
2202,94,2022-05-15 16:34:02,Next Day Delivery,9746874501,completed,2021-10-26 13:24:14,2022-01-27 11:29:29
2203,1428,2022-08-12 00:28:35,In-Store Pickup,8318724455,active,2021-05-24 06:59:21,2022-09-30 05:28:36
2204,2693,2022-12-30 17:25:36,In-Store Pickup,3019898280,completed,2021-08-24 08:27:39,2022-12-22 02:14:17
2205,1667,2022-09-08 12:34:23,Same-Day Delivery,5522232598,on hold,2021-04-30 22:52:33,2022-11-27 15:09:55
2206,2769,2022-06-14 10:32:01,Express Shipping,1251811924,on hold,2021-10-29 19:39:57,2022-05-07 17:34:26
2207,577,2022-05-05 09:19:51,Next Day Delivery,4123132164,cancelled,2021-02-24 13:26:17,2022-07-11 11:53:18
2208,2055,2022-03-21 04:00:16,Next Day Delivery,4445849545,on hold,2021-01-30 09:43:38,2022-10-10 16:38:48
2209,1463,2022-12-22 02:07:36,2-Day Shipping,1350884008,completed,2021-03-26 07:07:36,2022-06-19 11:12:52
2210,1563,2022-01-27 07:57:37,Same-Day Delivery,5806759331,pending,2021-09-28 23:04:24,2022-12-08 00:06:17
2211,1190,2022-12-01 03:30:18,Next Day Delivery,6731323084,completed,2021-02-26 11:43:27,2022-10-04 05:59:24
2212,503,2022-07-15 03:34:28,Free Shipping,3516195329,pending,2021-06-10 11:45:58,2022-09-24 02:55:12
2213,2067,2022-07-07 18:03:25,Curbside Pickup,5275127160,completed,2021-08-10 01:21:52,2022-08-05 07:20:33
2214,983,2022-10-02 12:11:46,International Shipping,6700900966,on hold,2021-12-11 09:06:41,2022-05-21 18:28:19
2215,1819,2022-04-07 01:02:59,Priority Shipping,2662432046,cancelled,2021-06-29 21:40:14,2022-05-16 05:15:34
2216,1857,2022-02-07 01:47:47,In-Store Pickup,4704051130,completed,2021-05-18 20:25:51,2022-03-18 05:59:33
2217,247,2022-10-30 17:32:07,Priority Shipping,7157087155,active,2021-04-30 12:16:21,2022-06-18 09:51:22
2218,130,2022-07-25 05:24:21,Standard Shipping,3446993213,active,2021-11-06 08:59:57,2022-08-03 23:04:33
2219,1932,2022-11-09 16:46:47,Next Day Delivery,8001240087,cancelled,2021-08-17 11:10:56,2022-03-10 23:15:40
2220,2549,2022-10-06 12:07:58,Express Shipping,6803945868,pending,2021-06-29 11:16:41,2022-08-31 20:17:24
2221,439,2022-11-13 16:29:50,2-Day Shipping,9970435280,cancelled,2021-04-17 23:04:19,2022-02-16 03:42:21
2222,223,2022-11-23 06:38:42,Express Shipping,4446757363,pending,2021-09-30 14:59:53,2022-03-13 12:04:46
2223,2671,2022-12-11 00:52:09,Same-Day Delivery,9490068282,cancelled,2021-03-22 06:27:45,2022-06-06 23:57:34
2224,63,2022-06-09 20:34:15,In-Store Pickup,1718443796,active,2021-06-25 17:48:31,2022-12-20 23:50:11
2225,1236,2022-09-18 00:10:13,Next Day Delivery,3767391960,active,2021-04-12 16:40:47,2022-03-04 22:44:34
2226,955,2022-01-07 19:12:27,Express Shipping,8872901129,cancelled,2021-02-19 19:23:26,2022-05-03 18:37:41
