shipping_id,order_id,shipping_date,shipping_method,tracking_number,status,created_at,updated_at
1059,221,2022-11-09 03:37:32,Next Day Delivery,5126995089,active,2021-01-24 14:35:21,2022-07-28 04:41:17
1060,435,2022-11-01 10:12:08,Curbside Pickup,2243969704,active,2021-01-31 17:41:28,2022-04-16 09:24:30
1061,878,2022-10-08 05:57:04,International Shipping,3982077465,on hold,2021-09-11 07:24:03,2022-04-27 08:52:29
1062,189,2022-08-24 22:15:48,2-Day Shipping,2445351777,completed,2021-09-23 17:55:27,2022-07-29 13:59:43
1063,920,2022-09-27 16:59:55,2-Day Shipping,7287313722,active,2021-04-01 01:47:50,2022-06-01 09:25:18
1064,1726,2022-11-27 07:23:17,2-Day Shipping,8988075058,on hold,2021-01-15 03:10:48,2022-11-26 00:21:15
1065,1881,2022-10-09 02:20:10,In-Store Pickup,9041392314,on hold,2021-01-04 22:43:03,2022-09-27 04:07:54
1066,2044,2022-06-05 08:05:53,2-Day Shipping,2538284432,completed,2021-07-25 20:36:19,2022-06-08 23:02:45
1067,2443,2022-08-20 19:53:48,International Shipping,7553640410,pending,2021-12-29 06:53:23,2022-02-23 20:57:39
1068,937,2022-09-12 09:47:04,International Shipping,4284026303,pending,2021-01-27 09:53:58,2022-07-06 06:03:45
1069,253,2022-12-28 17:29:02,In-Store Pickup,7001071871,on hold,2021-07-26 00:27:17,2022-12-22 07:01:19
1070,1673,2022-03-16 16:31:56,In-Store Pickup,9610973365,completed,2021-06-15 21:44:34,2022-12-21 22:12:13
1071,1955,2022-09-13 20:11:20,Free Shipping,1356294204,cancelled,2021-01-26 18:08:46,2022-12-20 12:15:22
1072,2078,2022-09-22 18:36:55,Curbside Pickup,5075003069,active,2021-07-09 04:37:02,2022-04-11 12:56:10
1073,114,2022-12-22 13:47:43,Free Shipping,9748329993,active,2021-03-31 08:30:02,2022-05-24 17:41:19
1074,2389,2022-03-15 17:36:57,Standard Shipping,9132140028,active,2021-05-23 15:48:20,2022-09-26 07:46:39
1075,2644,2022-12-02 03:02:34,Express Shipping,3266013245,completed,2021-10-09 20:05:00,2022-08-04 04:11:42
1076,306,2022-01-11 17:07:22,Standard Shipping,1822459692,pending,2021-11-25 13:27:13,2022-09-13 15:06:53
1077,2389,2022-10-27 18:10:01,International Shipping,2739048863,pending,2021-11-23 18:23:07,2022-04-15 04:03:28
1078,323,2022-02-13 04:51:39,Same-Day Delivery,5906620491,completed,2021-04-28 08:25:03,2022-08-06 04:53:57
1079,2274,2022-07-30 14:41:33,Curbside Pickup,4058606663,active,2021-05-09 10:41:59,2022-08-07 11:33:08
1080,1701,2022-03-23 03:17:55,In-Store Pickup,6532485650,cancelled,2021-03-29 14:25:06,2022-09-30 18:43:58
1081,1661,2022-07-10 02:23:49,Standard Shipping,6388761344,pending,2021-04-29 08:33:53,2022-04-21 16:19:44
1082,865,2022-02-13 02:44:02,In-Store Pickup,5688980354,completed,2021-05-23 06:05:56,2022-01-11 01:28:06
1083,1504,2022-06-17 12:23:41,Curbside Pickup,7652713682,cancelled,2021-07-07 01:20:44,2022-01-25 19:13:22
1084,2115,2022-10-04 23:42:37,Next Day Delivery,4590369687,completed,2021-09-12 20:19:38,2022-08-09 00:11:19
1085,263,2022-08-14 00:58:11,International Shipping,2589084731,cancelled,2021-06-17 13:10:22,2022-08-08 19:44:18
1086,564,2022-11-27 07:32:21,In-Store Pickup,5567335191,active,2021-09-10 05:53:27,2022-10-26 03:50:18
1087,2621,2022-02-02 08:46:34,Free Shipping,2403252481,pending,2021-07-21 11:51:00,2022-08-16 00:28:55
1088,95,2022-10-25 07:21:02,2-Day Shipping,3116984345,on hold,2021-02-09 09:20:01,2022-08-14 10:24:32
1089,1840,2022-03-28 12:38:15,Same-Day Delivery,5642731178,cancelled,2021-12-17 11:29:56,2022-10-02 13:51:25
1090,1678,2022-10-03 06:18:45,Next Day Delivery,4432981131,pending,2021-10-12 04:25:50,2022-02-02 03:05:05
1091,1440,2022-10-14 20:02:01,In-Store Pickup,3462154466,cancelled,2021-12-10 11:38:50,2022-10-22 16:43:43
1092,728,2022-10-07 16:21:23,Express Shipping,1964203165,active,2021-04-30 05:48:06,2022-04-05 01:15:28
1093,1765,2022-07-06 00:21:35,Same-Day Delivery,1457128329,pending,2021-04-20 02:48:58,2022-11-09 14:28:06
1094,2966,2022-05-24 23:22:21,Priority Shipping,7130979807,completed,2021-10-12 20:08:42,2022-05-06 03:51:41
1095,906,2022-01-24 15:06:10,Same-Day Delivery,1754558261,active,2021-01-18 07:29:47,2022-02-13 11:39:35
1096,985,2022-06-03 12:35:38,Priority Shipping,8379344777,completed,2021-02-02 11:27:07,2022-10-13 05:39:31
1097,22,2022-04-28 21:25:23,Next Day Delivery,7863534388,cancelled,2021-09-20 04:18:00,2022-11-28 05:22:09
1098,2695,2022-09-16 00:42:19,Express Shipping,6401596352,cancelled,2021-03-22 17:43:42,2022-01-13 00:48:19
1099,1928,2022-02-04 15:12:20,Next Day Delivery,1019309497,completed,2021-08-21 09:38:17,2022-03-30 09:28:16
1100,370,2022-01-29 12:52:26,In-Store Pickup,6950406417,active,2021-01-31 15:54:28,2022-03-18 21:50:54
1101,837,2022-11-18 10:58:30,Priority Shipping,3334410301,completed,2021-01-13 11:24:14,2022-04-14 14:39:26
1102,626,2022-04-17 08:20:24,2-Day Shipping,3981379636,on hold,2021-07-23 17:56:25,2022-01-20 23:20:19
1103,958,2022-02-14 01:21:24,Standard Shipping,7843740099,completed,2021-12-30 21:03:57,2022-09-24 00:41:10
1104,2769,2022-01-14 13:54:07,Next Day Delivery,1732069271,cancelled,2021-08-21 02:09:35,2022-11-28 09:48:49
1105,343,2022-04-07 17:43:55,In-Store Pickup,6018340068,cancelled,2021-08-22 06:31:33,2022-05-12 05:43:51
1106,2574,2022-08-26 14:52:56,Curbside Pickup,8254805204,completed,2021-01-20 02:10:51,2022-08-31 22:44:16
1107,2170,2022-04-11 16:40:07,Express Shipping,2951283753,cancelled,2021-09-24 18:15:04,2022-08-09 13:39:59
1108,888,2022-10-21 05:53:27,Standard Shipping,4809227751,completed,2021-09-09 03:51:35,2022-03-28 06:14:31
1109,1277,2022-10-24 04:06:29,In-Store Pickup,4020419921,active,2021-11-01 18:17:09,2022-02-09 01:56:23
1110,2059,2022-10-01 17:55:10,International Shipping,3707018278,completed,2021-04-05 21:42:09,2022-05-01 01:40:31
1111,1109,2022-01-31 15:03:43,Next Day Delivery,8012491465,pending,2021-06-19 21:25:23,2022-12-11 07:33:09
1112,2052,2022-12-17 05:31:25,2-Day Shipping,7728628270,completed,2021-01-20 15:35:06,2022-12-06 15:29:30
1113,1592,2022-02-13 06:16:14,Next Day Delivery,8741349700,completed,2021-06-16 00:23:18,2022-09-11 10:24:31
1114,517,2022-11-19 13:41:33,Next Day Delivery,8811496225,completed,2021-05-26 20:04:25,2022-11-18 16:01:07
1115,1659,2022-02-11 13:55:26,Same-Day Delivery,3452302728,active,2021-11-05 22:47:05,2022-08-17 22:46:08
1116,2031,2022-12-03 08:28:47,Next Day Delivery,7147406092,on hold,2021-10-28 01:50:53,2022-07-22 11:20:07
1117,2221,2022-07-07 06:50:32,2-Day Shipping,8370357834,on hold,2021-05-13 16:17:07,2022-12-07 10:55:40
1118,1655,2022-01-05 01:03:03,2-Day Shipping,2473716789,pending,2021-12-26 14:37:02,2022-09-18 10:33:01
1119,2699,2022-07-24 19:05:07,International Shipping,3474528249,pending,2021-06-23 17:05:12,2022-06-10 21:26:09
1120,1546,2022-12-15 08:56:30,Standard Shipping,7921579616,completed,2021-07-10 23:59:48,2022-05-04 00:48:39
1121,2951,2022-06-03 04:06:53,Priority Shipping,4880344055,pending,2021-08-06 08:40:48,2022-11-01 23:06:14
1122,2319,2022-04-20 01:35:02,Same-Day Delivery,3313608886,cancelled,2021-08-06 05:16:07,2022-10-11 00:21:13
1123,1484,2022-09-18 00:42:50,Curbside Pickup,7145967906,active,2021-01-07 20:00:52,2022-12-19 19:10:10
1124,535,2022-11-30 21:07:01,Free Shipping,6214920135,completed,2021-11-19 09:31:03,2022-09-28 12:12:59
1125,1380,2022-11-09 08:22:03,2-Day Shipping,7989310214,completed,2021-09-08 17:58:56,2022-10-19 03:10:28
1126,2541,2022-08-27 04:59:21,Express Shipping,6234348066,active,2021-04-16 14:12:56,2022-01-19 08:52:14
1127,555,2022-12-02 17:10:29,Express Shipping,5552177507,completed,2021-03-21 02:20:24,2022-09-25 16:45:22
1128,1803,2022-09-22 05:14:28,International Shipping,6817754128,cancelled,2021-05-17 16:12:27,2022-01-25 22:35:10
1129,2810,2022-05-23 20:58:42,In-Store Pickup,4378434584,cancelled,2021-03-30 04:45:28,2022-11-04 00:02:49
1130,649,2022-05-30 10:38:37,Priority Shipping,8524541382,active,2021-11-07 18:04:48,2022-12-11 14:23:00
1131,1391,2022-04-14 04:18:26,Standard Shipping,7712251679,cancelled,2021-10-05 13:20:35,2022-05-26 01:03:16
1132,2581,2022-07-27 09:03:04,Next Day Delivery,6331544844,active,2021-04-04 12:41:07,2022-01-04 22:34:52
1133,986,2022-07-15 17:02:03,Free Shipping,3222066107,on hold,2021-07-24 05:30:19,2022-01-09 13:46:19
1134,1129,2022-11-09 19:20:43,Free Shipping,4070100445,on hold,2021-06-08 09:29:47,2022-12-16 00:51:36
1135,2119,2022-01-25 08:50:06,International Shipping,2460324792,completed,2021-02-04 08:31:02,2022-07-13 14:22:56
1136,991,2022-06-27 18:58:05,In-Store Pickup,5086566165,pending,2021-04-10 04:48:01,2022-12-19 08:11:46
1137,13,2022-04-19 07:55:50,International Shipping,4855611323,pending,2021-10-16 03:52:56,2022-06-19 05:41:33
1138,1195,2022-03-16 09:12:26,Curbside Pickup,8116517821,pending,2021-05-29 05:37:44,2022-12-29 16:43:52
1139,560,2022-05-25 16:26:10,Express Shipping,9617666333,active,2021-08-04 05:14:56,2022-10-25 17:52:14
1140,2940,2022-01-03 05:13:40,International Shipping,2745441106,completed,2021-06-26 20:32:51,2022-04-26 03:07:49
1141,448,2022-11-15 04:12:30,Same-Day Delivery,5501123016,on hold,2021-07-02 13:47:59,2022-11-06 12:50:04
1142,2287,2022-04-08 22:54:18,Priority Shipping,6183552104,on hold,2021-07-31 10:46:31,2022-08-05 02:56:23
1143,2255,2022-05-24 12:42:25,Free Shipping,8289817013,completed,2021-07-24 10:29:45,2022-11-21 12:05:37
1144,1120,2022-06-22 17:20:11,2-Day Shipping,6705523986,pending,2021-01-31 09:07:38,2022-01-09 06:11:09
1145,2679,2022-07-08 23:57:37,Same-Day Delivery,5144896346,pending,2021-12-22 15:51:00,2022-05-17 02:08:39
1146,348,2022-02-17 05:59:58,Next Day Delivery,6574344872,on hold,2021-05-05 12:19:34,2022-08-17 21:35:43
1147,518,2022-11-28 13:39:47,Next Day Delivery,2632180946,active,2021-08-20 20:56:29,2022-07-17 01:08:04
1148,1389,2022-04-14 16:45:21,Same-Day Delivery,5759159310,active,2021-11-29 05:34:44,2022-06-06 10:26:12
1149,2252,2022-05-24 11:24:32,Standard Shipping,4114295666,active,2021-03-04 19:54:55,2022-04-25 03:25:34
1150,640,2022-03-26 04:38:33,2-Day Shipping,6851318895,active,2021-12-26 05:41:15,2022-08-01 02:38:12
1151,2500,2022-12-08 14:00:03,Standard Shipping,1714382436,active,2021-12-28 05:52:33,2022-08-13 06:44:11
1152,92,2022-09-28 13:31:02,Standard Shipping,1455627631,cancelled,2021-02-26 18:01:46,2022-04-15 21:01:11
1153,950,2022-06-11 05:49:26,Express Shipping,4378599666,on hold,2021-02-26 06:49:02,2022-03-03 10:44:27
1154,2911,2022-04-18 21:31:08,Same-Day Delivery,7207844793,cancelled,2021-12-18 23:16:26,2022-04-05 14:13:13
1155,499,2022-03-05 14:33:36,Priority Shipping,9918696959,active,2021-05-15 11:51:11,2022-04-22 19:34:56
1156,1330,2022-09-23 12:57:21,Priority Shipping,3967308104,pending,2021-08-20 16:57:21,2022-12-14 04:50:18
1157,2827,2022-08-23 23:01:29,Express Shipping,6182653663,pending,2021-07-29 04:00:04,2022-03-03 23:04:00
1158,429,2022-09-20 01:52:31,Same-Day Delivery,6174890942,completed,2021-08-25 18:09:00,2022-03-20 12:46:13
1159,2687,2022-06-01 06:51:31,Priority Shipping,5574174227,on hold,2021-05-27 21:34:02,2022-03-16 10:04:01
1160,2391,2022-08-27 21:26:31,Next Day Delivery,8906448258,pending,2021-08-05 16:23:08,2022-11-04 04:35:15
1161,2657,2022-09-20 07:46:15,In-Store Pickup,1823235634,completed,2021-09-04 04:29:40,2022-05-03 13:20:44
1162,1794,2022-11-30 02:35:28,Free Shipping,3383277564,completed,2021-11-20 20:52:10,2022-08-09 11:20:34
1163,1268,2022-08-11 22:23:15,Standard Shipping,9746919576,pending,2021-05-11 08:33:13,2022-10-08 17:56:00
1164,2790,2022-04-03 14:29:32,Curbside Pickup,2209758927,cancelled,2021-08-25 09:16:29,2022-05-05 11:26:03
1165,2116,2022-02-22 14:32:46,Next Day Delivery,6152792540,completed,2021-12-03 08:12:38,2022-05-21 08:44:21
1166,2041,2022-07-27 10:08:45,Free Shipping,8002584600,cancelled,2021-03-31 11:45:47,2022-06-04 03:44:00
1167,1483,2022-09-08 15:09:47,2-Day Shipping,5850410913,pending,2021-03-15 00:36:23,2022-10-31 15:54:37
1168,1498,2022-09-14 05:41:13,International Shipping,1422769076,active,2021-12-12 04:50:28,2022-04-24 01:23:21
1169,386,2022-02-05 09:52:37,In-Store Pickup,7187909004,active,2021-03-08 08:02:04,2022-05-11 06:57:06
1170,1370,2022-06-01 22:47:14,International Shipping,3396461943,completed,2021-12-30 06:01:20,2022-07-01 21:50:05
1171,357,2022-11-04 02:43:51,Curbside Pickup,6488231733,active,2021-01-17 21:35:13,2022-09-05 12:28:06
1172,1922,2022-07-13 06:03:14,Express Shipping,2496441087,cancelled,2021-01-31 11:42:33,2022-12-28 15:19:42
1173,2949,2022-09-13 10:51:55,2-Day Shipping,3666570262,active,2021-07-25 23:03:48,2022-02-23 12:59:48
1174,220,2022-09-28 01:23:56,Curbside Pickup,2957974251,on hold,2021-02-06 20:25:48,2022-11-10 08:18:09
1175,313,2022-10-31 03:38:00,Free Shipping,8290584169,active,2021-10-09 09:57:59,2022-09-20 20:30:14
1176,1550,2022-05-31 14:27:44,In-Store Pickup,6375546013,cancelled,2021-07-25 19:29:46,2022-02-17 09:24:27
1177,442,2022-01-08 08:19:46,Standard Shipping,3940879908,cancelled,2021-10-10 09:45:08,2022-03-18 23:52:34
1178,381,2022-03-02 19:46:45,Priority Shipping,3597713368,on hold,2021-01-05 12:42:58,2022-11-09 05:27:43
1179,2279,2022-03-08 17:40:51,Free Shipping,1058807273,on hold,2021-07-09 19:07:48,2022-01-24 10:45:40
1180,126,2022-04-11 02:08:48,Same-Day Delivery,9965135721,cancelled,2021-12-19 16:24:43,2022-11-24 00:57:34
1181,2710,2022-07-15 02:56:38,Curbside Pickup,5934174882,active,2021-02-13 02:08:01,2022-01-16 16:25:51
1182,2242,2022-02-16 17:59:57,2-Day Shipping,6783134956,cancelled,2021-03-10 19:43:49,2022-06-13 23:29:08
1183,2585,2022-10-12 09:21:16,Next Day Delivery,1420979310,on hold,2021-08-07 18:29:15,2022-06-10 17:20:41
1184,319,2022-03-20 13:26:46,In-Store Pickup,9501017944,cancelled,2021-12-12 10:08:03,2022-11-19 00:27:38
1185,826,2022-02-04 19:11:49,2-Day Shipping,7493935851,cancelled,2021-08-28 12:42:30,2022-03-13 16:14:48
1186,575,2022-11-24 01:21:22,Free Shipping,8975754529,completed,2021-07-14 22:45:49,2022-06-03 10:13:20
1187,30,2022-02-11 22:38:16,Standard Shipping,1839532666,active,2021-09-05 10:34:47,2022-10-19 14:42:29
1188,2437,2022-04-27 21:13:42,International Shipping,9587044209,completed,2021-08-13 07:08:07,2022-10-28 12:55:59
1189,1185,2022-12-10 01:31:31,Express Shipping,9094715273,active,2021-02-18 12:11:31,2022-02-20 18:53:03
1190,886,2022-02-23 23:31:59,Next Day Delivery,8995238067,cancelled,2021-07-20 15:26:39,2022-09-19 01:33:33
1191,772,2022-06-19 19:04:24,Standard Shipping,7731941008,cancelled,2021-10-12 06:50:04,2022-07-28 06:44:01
1192,1911,2022-07-28 05:14:03,Curbside Pickup,3297356836,on hold,2021-07-03 04:54:54,2022-04-30 13:13:49
1193,493,2022-11-08 20:28:58,Express Shipping,6328451694,active,2021-04-05 03:53:42,2022-11-28 19:44:25
1194,69,2022-06-18 23:47:45,Curbside Pickup,2904546479,cancelled,2021-09-03 02:17:23,2022-02-28 01:44:43
1195,2400,2022-03-03 17:00:36,International Shipping,7771842745,on hold,2021-04-05 17:00:37,2022-10-02 23:01:55
1196,200,2022-08-13 08:05:20,Standard Shipping,6296658487,on hold,2021-09-02 15:28:11,2022-06-29 21:58:15
1197,768,2022-11-07 16:00:14,Priority Shipping,6386822631,completed,2021-11-20 23:05:59,2022-08-23 23:21:06
1198,2542,2022-08-25 16:47:39,Standard Shipping,8888812126,active,2021-09-22 00:27:22,2022-09-07 16:52:47
1199,607,2022-02-13 10:23:45,Curbside Pickup,4223985278,cancelled,2021-08-30 12:25:56,2022-09-12 02:15:56
1200,826,2022-11-20 16:56:43,Priority Shipping,9700704247,cancelled,2021-07-25 11:48:27,2022-10-22 06:04:00
1201,366,2022-10-13 16:51:06,Express Shipping,5253383652,pending,2021-02-15 15:29:58,2022-04-04 15:35:42
1202,2643,2022-03-23 18:02:07,2-Day Shipping,6204101862,pending,2021-04-09 15:16:28,2022-07-20 19:10:11
1203,1303,2022-06-11 23:00:13,2-Day Shipping,9672217244,completed,2021-03-19 17:39:27,2022-12-16 11:21:06
1204,1617,2022-12-01 14:28:30,Priority Shipping,8857846746,completed,2021-09-03 21:26:58,2022-07-10 11:49:52
1205,1093,2022-12-13 03:54:07,International Shipping,7546771422,on hold,2021-12-21 18:26:53,2022-03-13 13:32:09
1206,96,2022-05-18 23:11:13,Free Shipping,3015937432,active,2021-04-11 07:39:04,2022-06-28 02:37:34
1207,3,2022-01-10 01:50:34,International Shipping,8303480278,on hold,2021-10-10 12:55:58,2022-10-22 03:36:34
1208,2996,2022-08-30 02:46:41,Express Shipping,4415812643,active,2021-04-30 07:55:05,2022-05-23 23:19:52
1209,1763,2022-03-10 06:54:07,International Shipping,5085778367,on hold,2021-03-31 03:50:19,2022-10-02 13:42:53
1210,1618,2022-12-24 10:44:27,Express Shipping,8274606019,pending,2021-10-20 17:51:37,2022-06-11 15:53:23
1211,1692,2022-12-08 14:23:15,Priority Shipping,5806776027,cancelled,2021-11-16 12:11:54,2022-12-17 03:07:16
1212,890,2022-12-14 17:27:48,Next Day Delivery,1073359590,cancelled,2021-04-23 09:42:05,2022-02-19 00:08:13
1213,1007,2022-06-13 18:27:28,Curbside Pickup,5488353959,on hold,2021-09-13 01:05:13,2022-03-23 12:28:39
1214,2469,2022-10-21 23:20:15,International Shipping,7786952791,completed,2021-08-15 22:39:01,2022-01-16 18:35:58
1215,35,2022-08-07 18:38:39,Curbside Pickup,3395824075,on hold,2021-04-16 13:39:43,2022-07-14 18:12:51
1216,1643,2022-06-19 09:59:26,2-Day Shipping,3974718072,on hold,2021-01-09 11:53:02,2022-02-10 06:19:38
1217,1815,2022-10-26 00:50:16,International Shipping,5026942860,on hold,2021-12-03 11:25:24,2022-06-23 01:58:05
1218,1993,2022-07-31 18:37:35,Next Day Delivery,3072607753,cancelled,2021-02-07 17:27:47,2022-01-05 12:45:20
1219,2290,2022-01-18 22:04:50,In-Store Pickup,4660985034,pending,2021-03-02 03:17:34,2022-06-07 09:49:03
1220,2572,2022-11-22 08:22:37,In-Store Pickup,4533474302,pending,2021-04-05 10:39:20,2022-10-20 13:17:42
1221,2484,2022-04-30 17:21:36,Express Shipping,7740848784,active,2021-09-16 19:54:19,2022-05-02 08:00:17
1222,2779,2022-02-12 23:35:29,Express Shipping,2064608928,on hold,2021-12-29 02:40:42,2022-12-05 00:14:39
1223,880,2022-03-28 22:33:38,Express Shipping,5045302192,cancelled,2021-12-13 14:32:05,2022-04-05 12:48:38
1224,1236,2022-12-22 08:16:00,Next Day Delivery,7708884802,cancelled,2021-12-22 06:55:27,2022-07-13 15:54:23
1225,85,2022-05-26 05:28:40,Free Shipping,1020709775,completed,2021-12-29 07:10:25,2022-02-06 06:07:22
1226,489,2022-12-22 01:49:45,Standard Shipping,1330643979,cancelled,2021-08-07 17:23:18,2022-11-14 13:55:02
1227,1435,2022-11-15 20:43:19,Next Day Delivery,8951175597,cancelled,2021-06-01 12:48:54,2022-02-26 15:48:09
