order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
2043,43,490,25,813.61,2021-02-01 02:28:56,2022-03-11 14:12:55
2044,44,175,13,229.99,2021-01-27 19:45:15,2022-07-04 14:40:37
2045,45,280,5,223.69,2021-12-30 00:38:54,2022-06-21 08:46:19
2046,46,127,72,413.39,2021-07-18 16:20:21,2022-07-11 11:14:13
2047,47,78,69,822.08,2021-07-12 19:21:49,2022-05-27 13:21:59
2048,48,43,8,594.19,2021-06-15 10:08:59,2022-05-23 10:39:09
2049,49,493,61,977.41,2021-01-03 06:16:38,2022-12-14 08:38:45
2050,50,222,43,385.73,2021-07-28 13:44:05,2022-05-04 18:49:54
2051,51,123,6,855.24,2021-02-15 22:01:47,2022-06-14 00:59:09
2052,52,47,20,675.18,2021-04-18 16:02:59,2022-11-03 17:34:09
2053,53,372,19,598.36,2021-05-17 18:06:39,2022-04-23 20:45:54
2054,54,40,22,987.85,2021-08-10 01:34:14,2022-08-27 16:57:23
2055,55,137,97,417.38,2021-12-12 15:44:53,2022-09-17 02:13:45
2056,56,498,96,681.23,2021-02-12 10:37:31,2022-08-03 10:12:15
2057,57,169,40,169.53,2021-02-08 10:10:59,2022-06-24 14:10:45
2058,58,66,4,404.38,2021-03-07 09:28:15,2022-05-24 15:45:53
2059,59,207,56,626.68,2021-11-23 23:32:21,2022-08-05 00:07:27
2060,60,330,61,165.09,2021-06-26 22:51:21,2022-06-11 07:58:26
2061,61,252,41,149.0,2021-04-15 20:18:09,2022-10-15 16:44:12
2062,62,195,31,997.27,2021-03-07 14:37:20,2022-09-07 03:27:22
2063,63,381,35,261.09,2021-09-16 10:28:55,2022-07-28 20:02:34
2064,64,244,99,875.4,2021-10-26 06:57:58,2022-11-01 22:38:18
2065,65,452,65,328.61,2021-08-21 07:15:27,2022-03-28 02:01:36
2066,66,454,53,411.07,2021-09-10 11:41:29,2022-06-07 13:10:37
2067,67,190,65,140.05,2021-07-06 03:25:28,2022-11-28 19:52:43
2068,68,466,10,261.36,2021-10-03 05:38:13,2022-07-16 22:34:22
2069,69,297,98,126.39,2021-08-26 08:55:53,2022-12-19 08:35:13
2070,70,382,64,511.6,2021-06-28 18:35:31,2022-10-13 21:36:17
2071,71,240,4,589.11,2021-05-08 22:25:34,2022-11-03 03:42:55
2072,72,326,63,975.91,2021-08-27 01:44:47,2022-12-29 23:07:51
2073,73,289,36,765.08,2021-12-24 03:51:35,2022-03-24 20:23:44
2074,74,216,60,278.66,2021-08-04 12:51:00,2022-09-30 17:26:13
2075,75,230,84,927.88,2021-12-28 17:46:19,2022-08-10 00:55:37
2076,76,274,50,643.84,2021-01-11 17:54:46,2022-07-24 12:13:43
2077,77,235,87,974.64,2021-03-19 11:58:49,2022-02-15 18:23:17
2078,78,363,98,558.23,2021-02-08 17:32:06,2022-08-10 07:59:52
2079,79,190,40,338.54,2021-06-24 13:16:56,2022-03-19 00:39:23
2080,80,419,77,508.97,2021-02-04 18:53:35,2022-05-29 02:04:59
2081,81,257,35,815.36,2021-02-13 11:21:00,2022-04-13 14:04:18
2082,82,364,20,533.88,2021-08-16 21:01:26,2022-12-01 19:55:13
2083,83,361,85,136.42,2021-08-29 21:52:25,2022-10-24 16:30:51
2084,84,376,64,428.21,2021-03-21 05:46:52,2022-01-26 00:02:36
2085,85,33,6,904.21,2021-06-19 14:55:51,2022-09-20 07:05:31
2086,86,435,13,290.15,2021-11-16 23:31:21,2022-01-24 14:50:46
2087,87,490,46,628.43,2021-02-03 22:09:10,2022-05-18 10:36:47
2088,88,120,87,806.05,2021-02-20 02:07:01,2022-04-29 05:14:26
2089,89,86,21,967.58,2021-02-11 19:05:58,2022-04-24 20:40:06
2090,90,483,37,281.66,2021-08-01 08:19:53,2022-12-27 21:27:30
2091,91,396,71,832.36,2021-11-29 16:24:39,2022-12-04 18:20:45
2092,92,500,62,181.0,2021-12-21 21:12:19,2022-11-16 03:19:15
2093,93,416,78,650.38,2021-02-08 08:29:07,2022-11-10 13:35:26
2094,94,421,47,585.0,2021-11-03 14:55:06,2022-03-28 06:31:37
2095,95,454,29,250.7,2021-04-29 15:45:17,2022-03-14 16:25:22
2096,96,40,92,688.63,2021-12-07 22:55:31,2022-05-06 01:24:51
2097,97,137,43,929.11,2021-04-09 16:43:39,2022-02-12 12:43:03
2098,98,272,30,818.02,2021-04-12 09:03:56,2022-10-21 04:04:57
2099,99,291,73,850.65,2021-03-12 20:28:10,2022-09-01 12:37:38
2100,100,121,66,189.22,2021-02-17 11:59:05,2022-06-25 15:21:48
2101,101,170,52,318.33,2021-02-11 01:12:38,2022-05-30 05:39:46
2102,102,490,17,361.9,2021-07-30 05:02:58,2022-11-13 12:57:21
2103,103,187,19,527.1,2021-11-08 06:01:45,2022-10-16 14:44:41
2104,104,158,81,972.55,2021-01-27 13:14:04,2022-03-17 02:34:29
2105,105,283,9,278.5,2021-12-24 03:11:15,2022-08-17 21:45:06
2106,106,256,64,306.67,2021-04-29 21:30:42,2022-08-23 11:46:23
2107,107,95,69,547.15,2021-04-01 09:08:53,2022-08-07 06:44:57
2108,108,487,97,322.26,2021-03-26 08:59:06,2022-10-16 16:18:01
2109,109,488,30,202.91,2021-04-23 07:12:46,2022-04-17 10:04:09
2110,110,296,61,653.64,2021-01-07 07:54:41,2022-02-28 14:22:01
2111,111,48,32,930.05,2021-03-31 00:51:15,2022-02-06 13:02:17
2112,112,13,5,345.54,2021-06-28 03:46:54,2022-10-04 03:45:13
2113,113,398,62,287.14,2021-01-10 01:06:01,2022-01-05 19:13:04
2114,114,209,85,616.74,2021-11-26 19:58:13,2022-08-10 14:02:21
2115,115,494,13,13.7,2021-12-08 16:35:06,2022-04-14 04:34:51
2116,116,159,66,484.47,2021-12-12 04:24:57,2022-09-01 23:07:59
2117,117,38,15,183.56,2021-01-09 01:51:58,2022-06-20 02:29:33
2118,118,155,11,837.19,2021-10-27 03:01:33,2022-09-13 16:25:40
2119,119,126,97,623.96,2021-11-01 19:27:35,2022-08-31 09:59:44
2120,120,101,31,85.19,2021-05-21 23:25:09,2022-06-01 19:30:08
2121,121,338,75,680.86,2021-09-30 09:39:55,2022-10-21 23:41:25
2122,122,54,51,251.63,2021-05-14 05:41:42,2022-09-01 11:29:59
2123,123,72,39,521.13,2021-06-13 16:08:45,2022-11-01 06:14:51
2124,124,446,85,401.97,2021-07-06 02:29:44,2022-10-25 00:06:50
2125,125,267,22,783.49,2021-11-03 08:42:47,2022-12-02 19:56:19
2126,126,300,64,488.41,2021-04-10 10:49:04,2022-08-19 20:04:21
2127,127,337,8,658.27,2021-07-08 16:42:37,2022-06-10 19:47:34
2128,128,168,58,598.36,2021-06-12 23:12:53,2022-10-06 16:00:17
2129,129,455,61,559.7,2021-01-30 09:27:35,2022-05-11 22:21:40
2130,130,167,42,821.56,2021-12-14 03:32:17,2022-11-10 05:28:12
2131,131,254,58,77.77,2021-02-17 14:01:01,2022-07-12 16:28:43
2132,132,251,34,73.97,2021-10-08 15:08:19,2022-05-27 03:27:09
2133,133,412,86,245.77,2021-09-03 19:51:07,2022-08-23 12:16:12
2134,134,45,62,887.89,2021-10-01 11:06:00,2022-04-26 14:11:53
2135,135,418,76,962.11,2021-06-16 12:31:01,2022-02-06 09:14:52
2136,136,265,72,57.74,2021-06-13 12:14:08,2022-10-09 19:23:26
2137,137,289,52,498.09,2021-12-14 04:10:35,2022-01-24 15:10:06
2138,138,160,95,33.83,2021-05-27 21:27:57,2022-08-09 16:25:33
2139,139,450,15,485.76,2021-11-26 22:12:48,2022-02-14 06:55:12
2140,140,167,66,455.09,2021-09-03 09:56:25,2022-12-17 04:34:58
2141,141,305,94,46.33,2021-02-26 04:19:57,2022-12-30 11:32:36
2142,142,313,75,496.87,2021-09-04 03:45:48,2022-01-13 06:07:42
2143,143,203,66,278.24,2021-09-29 02:50:42,2022-12-16 05:39:42
2144,144,127,30,852.42,2021-12-14 04:28:03,2022-06-19 17:32:20
2145,145,237,47,979.54,2021-10-19 21:47:05,2022-04-12 22:04:46
2146,146,53,92,314.78,2021-04-22 04:52:13,2022-01-02 18:08:25
2147,147,264,39,418.92,2021-07-06 14:56:58,2022-01-10 19:13:25
2148,148,70,28,795.83,2021-03-11 01:13:14,2022-01-03 21:40:13
2149,149,23,67,897.91,2021-07-01 03:35:04,2022-09-02 18:08:58
2150,150,65,67,650.14,2021-07-19 03:31:15,2022-10-08 21:01:18
2151,151,488,91,190.43,2021-12-24 08:23:34,2022-05-31 13:00:49
2152,152,385,19,64.84,2021-04-12 17:34:34,2022-10-06 22:01:16
2153,153,239,1,100.4,2021-10-24 14:08:43,2022-10-13 10:41:07
2154,154,247,41,292.26,2021-09-21 13:54:44,2022-02-17 22:03:25
2155,155,181,95,171.73,2021-11-01 20:56:43,2022-12-07 06:22:00
2156,156,363,19,459.0,2021-06-26 01:55:49,2022-06-23 16:24:36
2157,157,253,38,791.06,2021-05-23 10:49:44,2022-03-10 18:11:02
2158,158,353,39,196.15,2021-06-30 22:51:50,2022-11-23 04:31:08
2159,159,147,60,103.67,2021-12-07 08:56:12,2022-10-05 02:32:29
2160,160,176,78,463.78,2021-03-16 00:17:53,2022-04-12 12:11:21
2161,161,365,35,927.96,2021-10-06 09:21:03,2022-12-23 14:02:10
2162,162,430,85,194.46,2021-03-19 04:42:51,2022-03-11 17:18:19
2163,163,206,3,101.56,2021-05-22 02:12:58,2022-09-03 23:31:03
2164,164,432,100,141.72,2021-01-16 20:54:10,2022-02-01 19:08:30
2165,165,230,4,294.82,2021-03-10 04:09:10,2022-08-31 07:35:09
2166,166,264,86,932.47,2021-10-27 04:57:16,2022-12-07 03:50:31
2167,167,171,32,956.15,2021-01-06 18:54:44,2022-07-17 06:37:48
2168,168,34,7,806.49,2021-07-05 11:48:25,2022-02-19 12:25:14
2169,169,201,78,344.06,2021-12-23 23:14:25,2022-11-06 19:01:07
2170,170,62,80,625.62,2021-10-02 05:00:36,2022-01-25 03:32:09
2171,171,193,38,867.72,2021-09-11 20:17:19,2022-12-22 02:46:53
2172,172,53,74,303.67,2021-05-06 21:02:41,2022-09-07 01:24:44
2173,173,39,48,0.97,2021-12-13 11:27:31,2022-04-15 08:36:32
2174,174,363,81,249.82,2021-10-29 11:56:16,2022-04-08 04:51:53
2175,175,345,66,582.99,2021-02-06 00:40:43,2022-07-16 09:40:59
2176,176,243,80,131.63,2021-12-29 04:01:03,2022-12-22 12:22:49
2177,177,317,62,517.59,2021-03-28 02:34:24,2022-12-12 01:31:44
2178,178,208,10,863.85,2021-12-25 09:20:08,2022-06-22 14:15:52
2179,179,474,91,661.41,2021-11-30 21:22:06,2022-05-27 21:37:18
2180,180,420,81,804.19,2021-05-31 01:57:00,2022-06-27 14:04:55
2181,181,40,1,228.43,2021-10-23 12:40:57,2022-07-07 06:34:11
2182,182,36,85,725.8,2021-07-22 07:44:30,2022-01-27 01:44:26
2183,183,17,3,189.86,2021-02-15 11:43:06,2022-04-22 03:05:48
2184,184,44,8,950.61,2021-11-03 00:46:37,2022-12-29 10:36:32
2185,185,379,75,412.83,2021-04-11 07:34:34,2022-08-27 07:58:56
2186,186,316,83,832.58,2021-09-28 23:08:28,2022-08-17 07:01:20
2187,187,401,20,661.05,2021-04-19 21:02:36,2022-01-29 07:53:46
2188,188,265,84,151.32,2021-04-13 05:43:21,2022-06-02 22:37:52
2189,189,190,6,575.26,2021-11-20 15:54:58,2022-02-14 07:15:27
2190,190,97,78,87.3,2021-02-27 15:07:30,2022-07-01 18:01:58
2191,191,410,10,558.09,2021-02-12 06:12:50,2022-12-17 16:56:06
2192,192,479,52,613.69,2021-01-23 20:23:27,2022-05-25 21:50:26
2193,193,3,92,255.34,2021-12-01 11:18:39,2022-04-09 11:33:41
2194,194,328,79,524.89,2021-04-28 23:05:27,2022-07-23 10:15:26
2195,195,60,84,501.55,2021-04-21 00:06:02,2022-05-29 13:40:44
2196,196,34,60,968.75,2021-03-20 01:57:43,2022-07-19 11:06:04
2197,197,400,93,830.3,2021-05-19 10:47:30,2022-06-20 13:18:12
2198,198,146,50,210.43,2021-09-26 02:18:53,2022-01-28 00:24:30
2199,199,60,14,23.57,2021-05-19 11:57:43,2022-06-22 12:49:08
2200,200,160,27,90.71,2021-05-21 08:25:55,2022-08-28 16:21:06
2201,201,282,20,998.21,2021-09-05 22:42:19,2022-12-05 01:59:23
2202,202,443,24,307.86,2021-06-29 00:26:53,2022-10-30 10:47:24
2203,203,216,53,471.81,2021-06-20 13:19:29,2022-03-22 17:39:31
2204,204,234,12,623.69,2021-05-22 23:47:37,2022-03-17 17:30:07
2205,205,259,28,509.0,2021-12-04 23:16:07,2022-12-21 08:04:22
2206,206,179,75,772.51,2021-09-05 16:57:22,2022-11-23 18:06:39
2207,207,172,38,242.01,2021-08-07 21:46:50,2022-09-05 06:19:20
2208,208,308,57,78.39,2021-06-27 18:15:48,2022-06-19 10:46:11
2209,209,324,54,131.35,2021-04-02 16:49:53,2022-10-13 10:20:20
2210,210,333,98,785.87,2021-01-01 17:44:34,2022-06-12 21:13:35
2211,211,119,31,659.89,2021-08-06 05:21:37,2022-11-23 07:20:45
2212,212,34,97,603.21,2021-06-07 19:57:52,2022-11-07 01:41:25
2213,213,261,66,702.66,2021-09-30 10:34:06,2022-06-19 15:38:00
2214,214,299,84,794.03,2021-10-03 17:44:32,2022-05-04 16:35:01
2215,215,25,58,87.74,2021-02-16 16:08:07,2022-08-01 00:52:03
2216,216,8,23,260.41,2021-01-16 06:25:31,2022-10-14 08:51:17
2217,217,238,68,236.73,2021-04-13 19:32:15,2022-12-30 23:13:19
2218,218,483,86,834.2,2021-12-16 20:07:59,2022-12-15 15:05:47
2219,219,3,31,775.68,2021-06-13 17:20:05,2022-04-04 13:19:42
2220,220,173,98,136.41,2021-10-22 12:35:21,2022-08-27 21:52:16
2221,221,378,57,786.87,2021-03-30 23:00:27,2022-04-28 17:13:14
2222,222,149,89,895.88,2021-11-09 13:23:57,2022-03-15 01:18:45
2223,223,399,12,746.21,2021-02-12 20:59:49,2022-07-04 04:18:00
2224,224,168,26,506.67,2021-10-14 01:26:23,2022-02-06 01:59:23
2225,225,392,74,720.9,2021-02-26 04:04:38,2022-10-02 01:18:48
2226,226,336,38,282.34,2021-10-21 05:38:37,2022-06-12 21:26:09
2227,227,54,64,190.65,2021-08-07 10:06:10,2022-12-03 08:44:51
2228,228,114,20,797.6,2021-01-16 01:41:24,2022-07-25 14:08:57
2229,229,27,22,505.11,2021-06-12 13:15:02,2022-10-09 05:04:29
2230,230,40,78,932.83,2021-12-27 00:06:34,2022-03-20 09:57:31
2231,231,127,28,114.27,2021-06-07 08:41:58,2022-06-21 19:56:16
2232,232,300,92,407.33,2021-03-21 04:38:51,2022-03-28 05:30:53
2233,233,365,20,644.96,2021-07-30 04:44:50,2022-05-02 16:50:22
2234,234,500,12,377.69,2021-10-10 05:34:50,2022-07-27 21:02:40
2235,235,100,62,108.2,2021-02-14 05:27:02,2022-07-22 03:45:50
2236,236,434,60,322.85,2021-12-02 14:42:51,2022-02-23 22:06:30
2237,237,65,19,82.32,2021-07-17 16:20:18,2022-03-14 23:20:39
2238,238,97,94,962.29,2021-10-21 10:07:29,2022-11-11 19:55:44
2239,239,82,83,492.47,2021-07-30 00:53:29,2022-03-30 05:29:20
2240,240,64,97,500.55,2021-01-30 00:35:52,2022-07-31 23:03:21
2241,241,127,90,971.79,2021-11-18 19:54:27,2022-07-29 16:51:01
2242,242,93,93,725.31,2021-05-14 02:37:58,2022-10-28 00:44:30
2243,243,484,83,318.96,2021-01-21 01:22:46,2022-12-28 14:18:34
2244,244,32,67,80.03,2021-09-05 17:17:48,2022-01-01 07:53:43
2245,245,13,90,106.32,2021-07-07 12:10:55,2022-10-04 06:37:40
2246,246,128,77,617.76,2021-08-13 00:24:01,2022-11-03 15:54:39
2247,247,134,81,449.2,2021-07-03 10:07:36,2022-10-22 04:45:38
2248,248,213,44,437.72,2021-03-15 14:07:17,2022-12-12 06:41:59
2249,249,234,100,285.48,2021-01-03 16:02:03,2022-05-11 17:38:18
2250,250,29,53,120.69,2021-05-10 18:35:59,2022-10-21 18:49:48
2251,251,331,42,810.22,2021-03-14 07:00:14,2022-03-13 20:50:22
2252,252,153,48,152.26,2021-12-10 07:18:53,2022-08-02 01:12:09
2253,253,37,20,353.45,2021-03-22 00:48:33,2022-09-22 23:16:41
2254,254,295,18,989.84,2021-01-08 21:23:22,2022-01-25 23:06:35
2255,255,427,44,980.58,2021-11-16 16:45:22,2022-04-12 18:24:22
2256,256,69,98,57.0,2021-03-28 09:28:46,2022-03-28 23:14:02
2257,257,449,22,102.76,2021-05-25 20:02:38,2022-08-01 22:32:03
2258,258,336,90,743.98,2021-04-07 23:07:01,2022-11-18 14:16:30
2259,259,231,25,307.93,2021-12-25 14:00:37,2022-06-05 09:24:22
2260,260,361,63,869.8,2021-04-13 17:00:54,2022-07-30 10:49:23
2261,261,122,31,243.45,2021-03-25 16:10:16,2022-12-22 03:11:25
2262,262,466,43,461.95,2021-03-09 14:43:39,2022-02-27 02:17:02
2263,263,364,13,498.36,2021-04-30 07:57:05,2022-01-31 05:33:53
2264,264,46,99,437.56,2021-01-20 21:31:39,2022-03-09 08:05:52
2265,265,333,41,335.77,2021-08-29 22:17:52,2022-05-22 08:36:37
2266,266,46,17,617.43,2021-11-18 18:41:02,2022-01-01 11:56:29
2267,267,436,4,7.78,2021-09-03 01:34:32,2022-08-29 20:00:04
2268,268,403,98,591.73,2021-10-24 03:28:44,2022-08-29 12:10:54
2269,269,278,73,864.55,2021-11-06 02:17:19,2022-08-08 03:57:37
2270,270,407,93,624.84,2021-05-24 04:04:47,2022-04-17 03:38:01
2271,271,198,97,497.83,2021-01-10 06:59:29,2022-09-13 14:39:52
2272,272,498,8,405.11,2021-07-07 02:34:33,2022-06-04 15:15:20
2273,273,96,28,397.79,2021-09-28 01:57:25,2022-04-30 15:04:39
2274,274,279,10,630.46,2021-08-15 08:43:51,2022-06-23 00:15:31
2275,275,91,60,370.45,2021-02-16 21:57:49,2022-07-25 19:55:46
2276,276,245,82,331.05,2021-09-12 04:48:41,2022-04-24 17:31:51
2277,277,221,5,771.78,2021-11-23 20:35:22,2022-10-02 15:04:21
2278,278,95,2,129.82,2021-04-26 11:08:35,2022-02-26 21:10:53
2279,279,29,20,542.72,2021-12-13 18:15:52,2022-10-25 02:01:51
2280,280,395,10,815.37,2021-09-21 18:41:18,2022-06-03 23:18:27
2281,281,106,55,495.76,2021-02-02 09:09:36,2022-07-23 01:37:32
2282,282,349,47,326.04,2021-02-06 11:40:36,2022-08-05 23:03:55
2283,283,118,49,39.24,2021-06-06 06:14:25,2022-05-25 01:43:04
2284,284,440,34,847.92,2021-11-07 17:56:05,2022-07-27 08:45:31
2285,285,463,9,418.43,2021-01-25 09:37:24,2022-11-14 19:46:19
2286,286,264,90,335.37,2021-07-14 13:58:47,2022-04-06 00:25:06
2287,287,2,34,155.19,2021-09-29 00:25:11,2022-01-11 17:42:59
2288,288,93,32,740.85,2021-10-15 01:19:14,2022-07-10 15:18:10
2289,289,153,9,117.74,2021-11-17 05:39:49,2022-10-31 10:09:44
2290,290,391,38,642.77,2021-09-05 14:30:01,2022-07-29 19:10:17
2291,291,120,13,485.75,2021-05-03 19:41:55,2022-09-11 08:13:48
2292,292,230,71,845.98,2021-10-14 10:35:34,2022-09-17 02:20:52
2293,293,500,38,501.73,2021-12-07 22:54:54,2022-11-12 06:17:46
2294,294,89,28,607.55,2021-04-02 19:08:07,2022-02-12 20:16:33
2295,295,369,99,474.67,2021-09-12 17:29:21,2022-12-17 23:03:37
2296,296,217,22,304.68,2021-06-27 09:41:10,2022-04-05 00:05:18
2297,297,278,87,126.06,2021-09-14 08:59:20,2022-04-25 17:58:32
2298,298,467,57,686.65,2021-07-29 00:51:22,2022-05-07 02:50:42
2299,299,61,75,258.51,2021-10-18 17:31:48,2022-10-09 21:22:06
2300,300,270,10,190.61,2021-11-30 01:29:24,2022-10-18 05:19:05
2301,301,352,23,36.48,2021-05-10 10:12:52,2022-04-07 01:39:59
2302,302,384,8,166.22,2021-08-24 16:29:58,2022-10-23 11:35:54
2303,303,249,61,520.93,2021-08-02 22:30:12,2022-12-21 16:46:05
2304,304,227,10,805.83,2021-11-08 08:53:42,2022-04-13 11:30:06
2305,305,108,89,123.98,2021-12-05 07:40:12,2022-12-12 14:40:05
2306,306,137,73,688.73,2021-05-03 22:30:33,2022-12-13 13:17:19
2307,307,108,84,683.24,2021-07-25 11:20:06,2022-11-19 18:14:02
2308,308,174,86,579.08,2021-03-10 00:55:04,2022-02-01 00:08:35
2309,309,376,47,601.9,2021-11-26 03:53:32,2022-03-21 00:01:17
2310,310,361,18,764.2,2021-08-15 03:17:40,2022-01-12 06:04:50
2311,311,114,74,775.38,2021-06-09 17:46:51,2022-11-19 17:37:20
2312,312,203,91,10.25,2021-08-10 08:05:11,2022-03-20 12:05:33
2313,313,489,72,621.8,2021-05-01 22:26:27,2022-05-23 03:16:59
2314,314,274,38,242.19,2021-03-27 11:18:46,2022-12-25 16:45:51
2315,315,482,26,514.49,2021-12-24 15:01:25,2022-10-19 11:18:19
2316,316,71,28,386.65,2021-09-23 11:48:54,2022-03-19 21:11:14
2317,317,110,54,406.86,2021-04-05 20:11:49,2022-12-15 08:55:45
2318,318,295,92,875.84,2021-06-30 10:47:02,2022-05-14 17:50:07
2319,319,1,24,469.4,2021-05-17 14:59:57,2022-12-30 05:02:09
2320,320,68,32,596.85,2021-07-22 02:38:36,2022-09-08 13:46:05
2321,321,83,61,427.06,2021-05-15 02:01:29,2022-12-14 00:21:26
2322,322,150,91,700.35,2021-05-26 07:25:38,2022-01-29 16:43:11
2323,323,7,9,653.54,2021-11-18 00:32:57,2022-07-28 22:49:21
2324,324,133,92,296.09,2021-11-07 06:24:10,2022-05-30 08:30:14
2325,325,226,73,349.13,2021-03-10 01:51:38,2022-08-22 11:50:38
2326,326,61,16,738.65,2021-12-29 05:09:31,2022-11-09 10:05:55
2327,327,454,66,105.61,2021-08-19 17:48:01,2022-11-23 19:15:45
2328,328,125,28,555.34,2021-08-05 13:31:41,2022-06-27 21:32:59
2329,329,31,50,946.34,2021-12-20 17:41:18,2022-02-12 02:53:39
2330,330,219,64,233.75,2021-02-11 11:56:16,2022-10-29 05:26:31
2331,331,207,71,405.78,2021-03-12 18:14:48,2022-11-19 05:37:15
2332,332,319,29,316.03,2021-07-01 15:39:01,2022-02-22 05:08:56
2333,333,134,68,197.69,2021-02-07 23:07:31,2022-09-25 03:22:06
2334,334,428,8,321.18,2021-09-13 14:06:08,2022-11-03 19:55:34
2335,335,347,57,20.97,2021-08-20 17:57:27,2022-09-20 07:42:37
2336,336,426,17,46.71,2021-01-08 02:34:46,2022-09-28 10:30:10
2337,337,382,66,244.63,2021-09-23 03:06:40,2022-06-07 17:48:27
2338,338,30,22,644.75,2021-11-26 16:04:07,2022-08-28 05:37:50
2339,339,57,75,879.81,2021-12-24 10:21:17,2022-03-09 10:03:07
2340,340,479,35,168.33,2021-02-24 05:02:08,2022-01-27 17:03:38
2341,341,475,13,989.4,2021-07-12 06:15:34,2022-05-15 17:31:53
2342,342,292,32,612.79,2021-05-17 01:55:21,2022-12-14 05:41:42
2343,343,21,73,290.24,2021-12-27 13:40:12,2022-01-08 08:08:09
2344,344,323,53,397.03,2021-02-02 10:23:55,2022-04-29 03:17:45
2345,345,362,2,157.52,2021-04-03 08:29:46,2022-12-12 20:24:31
2346,346,425,40,652.99,2021-08-06 23:48:53,2022-01-21 19:30:02
2347,347,301,89,557.72,2021-09-15 02:33:37,2022-08-11 02:18:23
2348,348,105,43,611.25,2021-01-29 22:50:44,2022-09-22 09:25:35
2349,349,176,22,698.42,2021-06-08 07:55:20,2022-12-04 21:19:11
2350,350,103,63,389.75,2021-11-26 01:17:40,2022-04-01 12:48:44
2351,351,89,91,317.39,2021-04-19 01:25:59,2022-07-14 23:39:41
2352,352,113,66,811.39,2021-06-09 02:28:13,2022-08-16 09:19:35
2353,353,439,92,1.14,2021-01-29 02:23:34,2022-07-06 23:07:10
2354,354,405,55,557.67,2021-08-25 11:58:06,2022-04-16 19:54:42
2355,355,118,55,757.14,2021-05-01 14:57:54,2022-11-10 23:44:58
2356,356,354,36,130.08,2021-01-28 18:03:27,2022-11-15 22:42:57
2357,357,260,91,533.16,2021-06-19 04:01:29,2022-10-12 14:15:54
